,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
1636,16,2013-05-04,Love Me,Lil Wayne,"['Drake', 'Future']",9,14,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Lil-Wayne-Love-Me-lyrics
1637,17,2013-05-04,Harlem Shake,Baauer,,1,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Baauer-Harlem-Shake-lyrics
1638,18,2013-05-04,Daylight,Maroon 5,,7,20,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Maroon-5-Daylight-lyrics
1639,19,2013-05-04,Get Lucky,Daft Punk,['Pharrell Williams'],19,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Daft-Punk-Get-Lucky-lyrics
1640,20,2013-05-04,Wagon Wheel,Darius Rucker,,20,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Darius-Rucker-Wagon-Wheel-lyrics
1641,21,2013-05-04,Power Trip,J. Cole,['Miguel'],21,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/J-Cole-Power-Trip-lyrics
1642,22,2013-05-04,Come & Get It,Selena Gomez,,22,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Selena-Gomez-Come-Get-It-lyrics
1643,23,2013-05-04,Carry On,fun.,,20,16,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/fun-Carry-On-lyrics
1644,24,2013-05-04,22,Taylor Swift,,24,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Taylor-Swift-22-lyrics
1645,25,2013-05-04,I Knew You Were Trouble.,Taylor Swift,,2,27,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
1646,26,2013-05-04,Ho Hey,The Lumineers,,3,46,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/The-Lumineers-Ho-Hey-lyrics
1647,27,2013-05-04,Bad,Wale,['Tiara Thomas Or Rihanna'],27,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Wale-Bad-lyrics
1648,28,2013-05-04,Mama's Broken Heart,Miranda Lambert,,20,13,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Miranda-Lambert-Mamas-Broken-Heart-lyrics
1649,29,2013-05-04,Sweet Nothing,Calvin Harris,['Florence Welch'],10,24,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Calvin-Harris-Sweet-Nothing-lyrics
1650,30,2013-05-04,Locked Out Of Heaven,Bruno Mars,,1,29,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Bruno-Mars-Locked-Out-Of-Heaven-lyrics
1651,31,2013-05-04,Troublemaker,Olly Murs,['Flo Rida'],29,14,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Olly-Murs-Troublemaker-lyrics
1652,32,2013-05-04,The Way,Ariana Grande,['Mac Miller'],10,4,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Ariana-Grande-The-Way-lyrics
1653,33,2013-05-04,Downtown,Lady Antebellum,,29,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Lady-Antebellum-Downtown-lyrics
1654,34,2013-05-04,Scream & Shout,will.i.am,['Britney Spears'],3,21,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/william-Scream-Shout-lyrics
1655,35,2013-05-04,Get Your Shine On,Florida Georgia Line,,35,13,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Florida-Georgia-Line-Get-Your-Shine-On-lyrics
1656,36,2013-05-04,Boys 'round Here,Blake Shelton,"['Pistol Annies', 'Friends']",36,4,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Blake-Shelton-Boys-round-Here-lyrics
1657,37,2013-05-04,Pour It Up,Rihanna,,19,16,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Rihanna-Pour-It-Up-lyrics
1658,38,2013-05-04,F**kin Problems,A$AP Rocky,"['Drake', '2 Chainz', 'Kendrick Lamar']",8,25,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/A-AP-Rocky-Fkin-Problems-lyrics
1659,39,2013-05-04,Highway Don't Care,Tim McGraw With Taylor Swift,,25,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Tim-McGraw-With-Taylor-Swift-Highway-Dont-Care-lyrics
1660,40,2013-05-04,I Will Wait,Mumford,['Sons'],12,37,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Mumford-I-Will-Wait-lyrics
1661,41,2013-05-04,Don't You Worry Child,Swedish House Mafia,['John Martin'],6,31,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
1662,42,2013-05-04,Sail,AWOLNATION,,30,33,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/AWOLNATION-Sail-lyrics
1663,43,2013-05-04,#thatPOWER,will.i.am,['Justin Bieber'],42,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/william-thatPOWER-lyrics
1664,44,2013-05-04,Alive,Krewella,,40,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Krewella-Alive-lyrics
1665,45,2013-05-04,Bugatti,Ace Hood,"['Future', 'Rick Ross']",35,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Ace-Hood-Bugatti-lyrics
1666,46,2013-05-04,Next To Me,Emeli Sande,,46,9,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Emeli-Sande-Next-To-Me-lyrics
1667,47,2013-05-04,Sure Be Cool If You Did,Blake Shelton,,24,15,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Blake-Shelton-Sure-Be-Cool-If-You-Did-lyrics
1668,48,2013-05-04,It's Time,Imagine Dragons,,15,46,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Imagine-Dragons-Its-Time-lyrics
1669,49,2013-05-04,If I Didn't Have You,Thompson Square,,49,16,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Thompson-Square-If-I-Didnt-Have-You-lyrics
1670,50,2013-05-04,Little Talks,Of Monsters And Men,,20,48,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Of-Monsters-And-Men-Little-Talks-lyrics
1671,51,2013-05-04,Fine China,Chris Brown,,51,3,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Chris-Brown-Fine-China-lyrics
1672,52,2013-05-04,1994,Jason Aldean,,52,6,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Jason-Aldean-1994-lyrics
1673,53,2013-05-04,Pirate Flag,Kenny Chesney,,53,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Kenny-Chesney-Pirate-Flag-lyrics
1674,54,2013-05-04,DONE.,The Band Perry,,46,6,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/The-Band-Perry-DONE-lyrics
1675,55,2013-05-04,Crash My Party,Luke Bryan,,18,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Luke-Bryan-Crash-My-Party-lyrics
1676,56,2013-05-04,Give It All We Got Tonight,George Strait,,56,16,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/George-Strait-Give-It-All-We-Got-Tonight-lyrics
1677,57,2013-05-04,Rich As F**k,Lil Wayne,['2 Chainz'],57,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Lil-Wayne-Rich-As-Fk-lyrics
1678,58,2013-05-04,Fall Down,will.i.am,['Miley Cyrus'],58,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/william-Fall-Down-lyrics
1679,59,2013-05-04,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,,59,17,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Anna-Kendrick-Cups-Pitch-Perfects-When-Im-Gone-lyrics
1680,60,2013-05-04,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,60,9,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Kendrick-Lamar-Bitch-Dont-Kill-My-Vibe-lyrics
1681,61,2013-05-04,Like Jesus Does,Eric Church,,59,9,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Eric-Church-Like-Jesus-Does-lyrics
1682,62,2013-05-04,"Gone, Gone, Gone",Phillip Phillips,,59,7,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Phillip-Phillips-Gone-Gone-Gone-lyrics
1683,63,2013-05-04,Beat This Summer,Brad Paisley,,63,6,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Brad-Paisley-Beat-This-Summer-lyrics
1684,64,2013-05-04,I Drive Your Truck,Lee Brice,,47,16,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Lee-Brice-I-Drive-Your-Truck-lyrics
1685,65,2013-05-04,All Around The World,Justin Bieber,['Ludacris'],22,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Justin-Bieber-All-Around-The-World-lyrics
1686,66,2013-05-04,I Want Crazy,Hunter Hayes,,43,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Hunter-Hayes-I-Want-Crazy-lyrics
1687,67,2013-05-04,I Can Take It From There,Chris Young,,63,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Chris-Young-I-Can-Take-It-From-There-lyrics
1688,68,2013-05-04,Here's To Never Growing Up,Avril Lavigne,,52,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Avril-Lavigne-Heres-To-Never-Growing-Up-lyrics
1689,69,2013-05-04,Loveeeeeee Song,Rihanna,['Future'],55,12,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Rihanna-Loveeeeeee-Song-lyrics
1690,70,2013-05-04,Clarity,Zedd,['Foxes'],70,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Zedd-Clarity-lyrics
1691,71,2013-05-04,Battle Scars,Lupe Fiasco,['Guy Sebastian'],71,17,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Lupe-Fiasco-Battle-Scars-lyrics
1692,72,2013-05-04,We Still In This B****,B.o.B,"['T.I.', 'Juicy J']",72,10,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/BoB-We-Still-In-This-B-lyrics
1693,73,2013-05-04,Love And War,Tamar Braxton,,57,13,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Tamar-Braxton-Love-And-War-lyrics
1694,74,2013-05-04,Anywhere With You,Jake Owen,,74,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Jake-Owen-Anywhere-With-You-lyrics
1695,75,2013-05-04,The Other Side,Jason Derulo,,75,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Jason-Derulo-The-Other-Side-lyrics
1696,76,2013-05-04,I Need Your Love,Calvin Harris,['Ellie Goulding'],76,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Calvin-Harris-I-Need-Your-Love-lyrics
1697,77,2013-05-04,Levitate,Hadouken!,,69,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Hadouken-Levitate-lyrics
1698,78,2013-05-04,Molly,Tyga,"['Cedric Gervais', 'Wiz Khalifa', 'Mally Mall']",66,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Tyga-Molly-lyrics
1699,79,2013-05-04,R.I.P.,Young Jeezy,['2 Chainz'],58,11,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Young-Jeezy-RIP-lyrics
1700,80,2013-05-04,Kisses Down Low,Kelly Rowland,,72,7,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Kelly-Rowland-Kisses-Down-Low-lyrics
1701,81,2013-05-04,All Gold Everything,Trinidad James,,36,19,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Trinidad-James-All-Gold-Everything-lyrics
1702,82,2013-05-04,More Than Miles,Brantley Gilbert,,79,8,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Brantley-Gilbert-More-Than-Miles-lyrics
1703,83,2013-05-04,Two Black Cadillacs,Carrie Underwood,,41,19,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Carrie-Underwood-Two-Black-Cadillacs-lyrics
1704,84,2013-05-04,Hey Pretty Girl,Kip Moore,,84,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Kip-Moore-Hey-Pretty-Girl-lyrics
1705,85,2013-05-04,High School,Nicki Minaj,['Lil Wayne'],68,3,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Nicki-Minaj-High-School-lyrics
1706,86,2013-05-04,U.O.E.N.O.,Rocko,"['Future', 'Rick Ross']",86,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Rocko-UOENO-lyrics
1707,87,2013-05-04,Lego House,Ed Sheeran,,87,4,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Ed-Sheeran-Lego-House-lyrics
1708,88,2013-05-04,How Many Drinks?,Miguel,,88,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Miguel-How-Many-Drinks-lyrics
1709,89,2013-05-04,Karate Chop (Remix),Future,['Lil Wayne'],82,7,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Future-Karate-Chop-Remix-lyrics
1710,90,2013-05-04,I Hit It First,Ray J,['Bobby Brackins'],51,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Ray-J-I-Hit-It-First-lyrics
1711,91,2013-05-04,Wings,Little Mix,,91,3,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Little-Mix-Wings-lyrics
1712,92,2013-05-04,If I Lose Myself,OneRepublic,,74,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/OneRepublic-If-I-Lose-Myself-lyrics
1713,93,2013-05-04,Same Love,Macklemore,"['Ryan Lewis', 'Mary Lambert']",89,6,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Macklemore-Same-Love-lyrics
1714,94,2013-05-04,Blurred Lines,Robin Thicke,['T.I. + Pharrell'],94,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Robin-Thicke-Blurred-Lines-lyrics
1715,95,2013-05-04,Show Out,Juicy J,"['Big Sean', 'Young Jeezy']",75,7,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Juicy-J-Show-Out-lyrics
1716,96,2013-05-04,Wild For The Night,A$AP Rocky,['Skrillex'],82,6,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/A-AP-Rocky-Wild-For-The-Night-lyrics
1717,97,2013-05-04,Neva End,Future,,52,20,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Future-Neva-End-lyrics
1718,98,2013-05-04,Beat It,Sean Kingston,"['Chris Brown', 'Wiz Khalifa']",98,1,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Sean-Kingston-Beat-It-lyrics
1719,99,2013-05-04,Freaks,French Montana,['Nicki Minaj'],77,5,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/French-Montana-Freaks-lyrics
1720,100,2013-05-04,Ready,Fabolous,['Chris Brown'],97,2,https://www.billboard.com/charts/hot-100/2013-05-04,,https://www.genius.com/Fabolous-Ready-lyrics
1721,1,2013-05-11,Just Give Me A Reason,P!nk,['Nate Ruess'],1,11,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/P-nk-Just-Give-Me-A-Reason-lyrics
1722,2,2013-05-11,Can't Hold Us,Macklemore,"['Ryan Lewis', 'Ray Dalton']",2,12,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Macklemore-Cant-Hold-Us-lyrics
1723,3,2013-05-11,Stay,Rihanna,['Mikky Ekko'],3,12,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Rihanna-Stay-lyrics
1724,4,2013-05-11,Thrift Shop,Macklemore,"['Ryan Lewis', 'Wanz']",1,30,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Macklemore-Thrift-Shop-lyrics
1725,5,2013-05-11,Mirrors,Justin Timberlake,,5,11,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Justin-Timberlake-Mirrors-lyrics
1726,6,2013-05-11,When I Was Your Man,Bruno Mars,,1,19,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Bruno-Mars-When-I-Was-Your-Man-lyrics
1727,7,2013-05-11,Suit & Tie,Justin Timberlake,['JAY Z'],3,16,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Justin-Timberlake-Suit-Tie-lyrics
1728,8,2013-05-11,Feel This Moment,Pitbull,['Christina Aguilera'],8,14,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Pitbull-Feel-This-Moment-lyrics
1729,9,2013-05-11,I Love It,Icona Pop,['Charli XCX'],9,13,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Icona-Pop-I-Love-It-lyrics
1730,10,2013-05-11,Radioactive,Imagine Dragons,,7,35,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Imagine-Dragons-Radioactive-lyrics
1731,11,2013-05-11,Started From The Bottom,Drake,,6,12,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Drake-Started-From-The-Bottom-lyrics
1732,12,2013-05-11,Heart Attack,Demi Lovato,,10,9,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Demi-Lovato-Heart-Attack-lyrics
1733,13,2013-05-11,Cruise,Florida Georgia Line,['Nelly'],8,30,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Florida-Georgia-Line-Cruise-lyrics
1734,14,2013-05-11,Get Lucky,Daft Punk,['Pharrell Williams'],14,2,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Daft-Punk-Get-Lucky-lyrics
1735,15,2013-05-11,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,15,12,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Fall-Out-Boy-My-Songs-Know-What-You-Did-In-The-Dark-Light-Em-Up-lyrics
1736,16,2013-05-11,Love Me,Lil Wayne,"['Drake', 'Future']",9,15,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Lil-Wayne-Love-Me-lyrics
1737,17,2013-05-11,#thatPOWER,will.i.am,['Justin Bieber'],17,6,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/william-thatPOWER-lyrics
1738,18,2013-05-11,Wagon Wheel,Darius Rucker,,18,12,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Darius-Rucker-Wagon-Wheel-lyrics
1739,19,2013-05-11,The Way,Ariana Grande,['Mac Miller'],10,5,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Ariana-Grande-The-Way-lyrics
1740,20,2013-05-11,22,Taylor Swift,,20,9,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Taylor-Swift-22-lyrics
1741,21,2013-05-11,Power Trip,J. Cole,['Miguel'],21,11,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/J-Cole-Power-Trip-lyrics
1742,22,2013-05-11,Harlem Shake,Baauer,,1,11,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Baauer-Harlem-Shake-lyrics
1743,23,2013-05-11,Come & Get It,Selena Gomez,,22,3,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Selena-Gomez-Come-Get-It-lyrics
1744,24,2013-05-11,Daylight,Maroon 5,,7,21,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Maroon-5-Daylight-lyrics
1745,25,2013-05-11,Troublemaker,Olly Murs,['Flo Rida'],25,15,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Olly-Murs-Troublemaker-lyrics
1746,26,2013-05-11,Gentleman,PSY,,5,3,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/PSY-Gentleman-lyrics
1747,27,2013-05-11,Boys 'round Here,Blake Shelton,"['Pistol Annies', 'Friends']",27,5,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Blake-Shelton-Boys-round-Here-lyrics
1748,28,2013-05-11,Bad,Wale,['Tiara Thomas Or Rihanna'],27,11,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Wale-Bad-lyrics
1749,29,2013-05-11,Ho Hey,The Lumineers,,3,47,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/The-Lumineers-Ho-Hey-lyrics
1750,30,2013-05-11,Carry On,fun.,,20,17,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/fun-Carry-On-lyrics
1751,31,2013-05-11,Mama's Broken Heart,Miranda Lambert,,20,14,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Miranda-Lambert-Mamas-Broken-Heart-lyrics
1752,32,2013-05-11,Locked Out Of Heaven,Bruno Mars,,1,30,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Bruno-Mars-Locked-Out-Of-Heaven-lyrics
1753,33,2013-05-11,Get Your Shine On,Florida Georgia Line,,33,14,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Florida-Georgia-Line-Get-Your-Shine-On-lyrics
1754,34,2013-05-11,I Knew You Were Trouble.,Taylor Swift,,2,28,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
1755,35,2013-05-11,Body Party,Ciara,,35,1,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Ciara-Body-Party-lyrics
1756,36,2013-05-11,Next To Me,Emeli Sande,,36,10,https://www.billboard.com/charts/hot-100/2013-05-11,,https://www.genius.com/Emeli-Sande-Next-To-Me-lyrics
