,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
449,93,2013-02-02,Take A Walk,Passion Pit,,85,20,https://www.billboard.com/charts/hot-100/2013-02-02,"All these kind of placesMake it seem like it's been agesAnd tomorrow some new building will scrape the skyI love this country dearlyI can feel the ladder clearlyBut I never thought I'd be alone to tryOnce I was outside Penn StationSelling red and white carnationsWe were still aloneMy wife and IBefore we marry, save my moneyBrought my dear wife overNow I work to bring my family statesideBut off the boat they stayed a whileThen scattered across the coastOnce a year I'll see them for a week or soAt most I took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohPractice isn't perfectBut the market cuts a lossI remind myself that times could be much worseMy wife won't ask me questionsAnd there's not so much to askAnd she'll never flaunt around an empty purseOnce my mother-in-law cameJust to stay a couple nightsThen decided she would stay the rest of her lifeI watch my little childrenPlay some board game in the kitchenAnd I sit and pray they never feel my strife But then my partner called to say the pension funds were goneHe made some bad investmentsNow the accounts are overdrawnI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohHoney, it's your sonI think I borrowed just too muchWe had taxes, we had billsWe had a lifestyle to frontAnd tonight I swear I'll come homeAnd we'll make love like we're youngTomorrow you'll cook dinnerFor the neighbors and their kidsWe can rip apart those socialistsAnd all their damn taxesYou'll see I am no criminalI'm down on both bad kneesI'm just too much a cowardTo admit when I'm in needI took a walk Take a walk, take a walk, take a walkTake a walk, oh-oh-ohI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-ohI took a walkTake a walk, take a walk, take a walkTake a walk, oh-oh-oh",https://www.genius.com/Passion-Pit-Take-A-Walk-lyrics
450,94,2013-02-02,Live While We're Young,One Direction,,3,16,https://www.billboard.com/charts/hot-100/2013-02-02,"Hey, girl, I'm waitin' on ya, I'm waitin' on yaCome on and let me sneak you outAnd have a celebration, a celebrationThe music up, the window's downYeah, we'll be doing what we doJust pretending that we're cool and we know it tooYeah, we'll keep doing what we doJust pretending that we're cool, so tonightLet's go crazy, crazy, crazy 'til we see the sunI know we only met but let's pretend it's loveAnd never, never, never stop for anyoneTonight let's get some and live while we're young(Oh oh oh oh oh oh, oh oh oh oh oh oh)And live while we're young(Oh oh oh oh oh oh)Tonight let's get someAnd live while we're youngHey girl, it's now or never, it's now or neverDon't overthink, just let it goAnd if we get together, yeah, get togetherDon't let the pictures leave your phone, ohYeah, we'll be doing what we doJust pretending that we're cool, so tonightLet's go crazy, crazy, crazy 'til we see the sunI know we only met but let's pretend it's loveAnd never, never, never stop for anyoneTonight, let's get some and live while we're young(Oh oh oh oh oh oh, oh oh oh oh oh oh)Wanna live while we're young(Oh oh oh oh oh oh)Tonight let's get someAnd live while we're youngAnd girl, you and IWe're 'bout to make some memories tonightI wanna live while we're youngWe wanna live while we're young Let's go crazy, crazy, crazy 'til we see the sun ('Til we see the sun)I know we only met but let's pretend it's loveAnd never, never, never stop for anyone (Anyone)Tonight let's get some and live while we're young (Young)Crazy, crazy, crazy 'til we see the sunI know we only met but let's pretend it's love (It's love)And never, never, never stop for anyoneTonight let's get some (let's get some) and live while we're young(Wanna live, wanna live, wanna live)Come on, young(Wanna live, wanna live, wanna live)Wanna live while we're young(Wanna live, wanna live, wanna live while we're young)Tonight let's get someAnd live while we're young",https://www.genius.com/One-Direction-Live-While-Were-Young-lyrics
451,95,2013-02-02,Crying On A Suitcase,Casey James,,90,5,https://www.billboard.com/charts/hot-100/2013-02-02,"Boy, don't wait, don't thinkDon't lock the door behind youRun and jump into your truckAnd hit the gas, burn some rubber upYeah, your time's running out, do it nowTake a shortcut, take a back roadTake the shoulder to the exitSkip the parking, screw the ticketHit the curb and leave it sittingWhatever it takes, you gotta get to that gateShe's crying on a suitcaseSitting at the airport, waiting on the airplane'Bout to take her out of hereThey're gonna call her numberShe'll sit down by the windowThe plane'll leave the runwayAnd fade into a goodbye skyYou better run while you've still got timeShe's crying on a suitcaseAdmit it boy, you blew it, really messed it upYou can make excuses if you really wanna lose herIt's all on the line, do or die timeGetting on your knees timeTell her that you want herNeed her, love her, gotta have herEverything good in your lifeBegins and ends with herLose your pride while you canCome on, man, be a manShe's crying on a suitcaseSitting at the airport, waiting on the airplane'Bout to take her out of hereThey're gonna call her numberShe'll sit down by the windowThe plane'll leave the runwayAnd fade into a goodbye sky You better run while you've still got timeShe's crying on a suitcaseShe's crying on a suitcaseWaiting on the airplane'Bout to take her out of hereThey're gonna call her numberShe'll sit down by the windowThe plane'll leave the runwayAnd fade into a goodbye skyYou better run while you've still got timeWhile you've still got timeShe's crying on a suitcaseWaiting on the airplaneShe'll fade into a goodbye sky",https://www.genius.com/Casey-James-Crying-On-A-Suitcase-lyrics
452,96,2013-02-02,Wagon Wheel,Darius Rucker,,96,1,https://www.billboard.com/charts/hot-100/2013-02-02,"Heading down south to the land of the pinesI'm thumbing my way into North CarolineStaring up the road and pray to God I see headlightsI made it down the coast in seventeen hoursPicking me a bouquet of dogwood flowersAnd I'm a-hoping for Raleigh, I can see my baby tonightSo rock me, mama, like a wagon wheelRock me, mama, any way you feelHey, mama, rock meRock me, mama, like the wind and the rainRock me, mama, like a southbound trainHey, mama, rock meRunning from the cold up in New EnglandI was born to be a fiddler in an old time string bandMy baby plays a guitar, I pick a banjo nowOh, north country winters keep a-getting me downLost my money playing poker so I had to leave townBut I ain't turning back to living that old life no moreSo rock me, mama, like a wagon wheelRock me, mama, any way you feelHey, mama, rock meRock me, mama, like the wind and the rainRock me, mama, like a southbound trainHey, mama, rock meWalking to the south out of RoanokeI caught a trucker out of Philly had a nice long tokeBut he's a heading west from the Cumberland gapTo Johnson City, TennesseeAnd I got to get a move on before the sunI hear my baby calling my name and I know that she's the only oneAnd if I die in Raleigh at least I will die freeSo rock me, mama, like a wagon wheelRock me, mama, any way you feelHey, mama, rock meRock me, mama, like the wind and the rainRock me, mama, like a southbound trainHey, mama, rock meSo rock me, mama, like a wagon wheelRock me, mama, any way you feelHey, hey, mama, rock meMama, rock meMama, rock meRock me, mama, like the wind and the rainRock me, mama, like a southbound trainHey, hey, mama, rock meYou can rock meRock me",https://www.genius.com/Darius-Rucker-Wagon-Wheel-lyrics
453,97,2013-02-02,Demons,Imagine Dragons,,97,2,https://www.billboard.com/charts/hot-100/2013-02-02,"When the days are cold and the cards all foldAnd the saints we see are all made of goldWhen your dreams all fail and the ones we hailAre the worst of all, and the blood's run staleI wanna hide the truth, I wanna shelter youBut with the beast inside, there's nowhere we can hideNo matter what we breed, we still are made of greedThis is my kingdom come, this is my kingdom comeWhen you feel my heat, look into my eyesIt's where my demons hide, it's where my demons hideDon't get too close; it's dark insideIt's where my demons hide, it's where my demons hideAt the curtain's call it's the last of allWhen the lights fade out, all the sinners crawlSo they dug your grave and the masqueradeWill come calling out at the mess you've madeDon't wanna let you down, but I am hell-boundThough this is all for you, don't wanna hide the truthNo matter what we breed, we still are made of greedThis is my kingdom come, this is my kingdom comeWhen you feel my heat, look into my eyesIt's where my demons hide, it's where my demons hideDon't get too close; it's dark insideIt's where my demons hide, it's where my demons hideThey say it's what you make, I say it's up to fateIt's woven in my soul, I need to let you goYour eyes, they shine so bright, I wanna save that lightI can't escape this now, unless you show me howWhen you feel my heat, look into my eyesIt's where my demons hide, it's where my demons hideDon't get too close; it's dark insideIt's where my demons hide, it's where my demons hide",https://www.genius.com/Imagine-Dragons-Demons-lyrics
454,98,2013-02-02,Give It All We Got Tonight,George Strait,,94,3,https://www.billboard.com/charts/hot-100/2013-02-02,"July moonlight shinesYour pretty little head on my shoulderPull over on the side of the roadOh my God, you're somethingLike nothing I've ever seenIf I'm asleep girl, let me dreamBaby fall into my kissIt should just happen like thisTrust it so much that there's no one else but us andThis moment that says it's so rightCause that's all we have in this lifeDrink up this love, baby, give it all we got tonightSummer honeysuckleLeaking through a rolled down windowWe both know when that seat lays backAnything can happenSo imagine it'll never endJust close your eyes and you can see that we are where we're meant to beBaby fall into my kissIt should just happen like thisTrust it so much that there's no one else but us andThis moment that says it's so rightCause that's all we have in this lifeDrink up this love, baby, give it all we got tonight",https://www.genius.com/George-Strait-Give-It-All-We-Got-Tonight-lyrics
455,99,2013-02-02,Diced Pineapples,Rick Ross,"['Wale', 'Drake']",71,16,https://www.billboard.com/charts/hot-100/2013-02-02,"Diced pineappleTonight you shall reach a height that the sky won't catch youThe highest form of my admirationI ain't no connoisseur but I'm, kinda sure you will admire my tasteAnd before the sun graze ya, I'm tryin to see how deep you areAnd believe me shorty I ain't talking 'bout no intimate conversationI wanna see if I can make you reach things unobtainableWhen I peek into your natureAnd I promise you my goals will exceed any physical pleasureI wanna, give you what's better than betterThe better my effort, the wetter her treasureThe more these mere moments seem like heavens or, temporary foreversShorty get it together, hah, diced pineappleMay your love come down so my mind might have youYou designed my imaginationLet me redefine foreplay 'til you need five andTell me shorty you got it babyIf it's not it baby, hope it's progress babyLet it all drip babyIf you stop that shaking, no more talking babyNo more talking babyShorty so fine, pussy so freshDiced pineapples, damn, my baby tastes the bestI nearly lost my mind, guess it was a testSwept her off her feet and went and bought her ass a LexPaid it off cash so I never wrote a checkLeave my cars at her crib, I'm just stuntin' on her exPussy's excellent and I know it sound a messI love to make her toes curl as I'm lickin' on her flesh (ugh)Sex all night, couple shots of CÎROCCrib on the water, got LeBron up the blockMoney ain't the thing, baby, welcome to the mobDiced pineapples, talking diamonds by the jarBitch so bad got me wishing I could singHer uniform Isabel Marant when you on the teamDouble MG, them other niggas fell offBaby girl, I just wanna see you well offCall me crazy, shit at least you’re callingFeels better when you let it out, don't it girl?Know it's easy to get caught up in the momentWhen you say it cause you mad then you take it all backThen we fuck all night 'til things get rightThen we fuck all night 'til things get right, aww yeah Shorty so fine, pussy so freshDiced pineapples, I just bought my girl a setI know my lifestyle wild, I do it for the setShe know how to make me smile and she do it with the sexPop bottles, make love, Thug PassionRed bottoms, Moncler, high fashionBelt buckles, door handles, gold platedBalmain, rich denim, out in VegasFrench Riviera, baby girl lets take a tripI'ma trip go to Cannes, France to catch a flickBaby listen, this position is a blessingAnd with your permission, hopefully you'll learn a lesson (ugh)I'm so fly that I shouldn't even walkShe so fine she ain't even gotta talkDiced pineapples, talking diamonds by the jarShe never wrote a song but I know that she's a starCall me crazy, shit at least you’re callingFeels better when you let it out, don't it girl?Know it's easy to get caught up in the momentWhen you say it cause you mad then you take it all backThen we fuck all night 'til things get rightThen we fuck all night 'til things get right, aww yeah Something about her, probably can't live without herRoll up some sour, let me kiss on her fountainMission accomplished, you increasing your heart rateAnd I won't ever rest, we meet at the peak of your mountainEager to show you, thinking that I should know youAnd you eager to work perfect, I can employ youDesigner shit spoil you, rub you down with the oilTo get on a higher tree, gonna have to climb a sequoiaHol' up, showing off some Agent ProvocateurRushing you out your drawers though patiently get you offHate when they be too anxious though, hate when they be too dullLike to go deep but I hate to get too deeply involvedHow sweet is you? (sweet is you?) Let me see some proofFuck making pussy talk, I like to make it sing a tuneAll we need is we, we don’t need no roomRight now I’m trying to eat, and we don’t need a spoonCall me crazy, shit at least you’re callingFeels better when you let it out, don't it girl?Know it's easy to get caught up in the momentWhen you say it cause you mad then you take it all backThen we fuck all night 'til things get rightThen we fuck all night 'til things get right, aww yeah",https://www.genius.com/Rick-Ross-Diced-Pineapples-lyrics
456,100,2013-02-02,Between The Raindrops,Lifehouse,['Natasha Bedingfield'],79,2,https://www.billboard.com/charts/hot-100/2013-02-02,Look aroundThere's no one but you and meRight here and nowThe way it was meant to beThere's a smile on my faceKnowing that together everything that's in our wayWe're better than alrightWalking between the raindropsRiding the aftershock beside youOff into the sunsetLiving like there's nothing left to loseChasing after gold minesCrossing the fine lines we knewHold on and take a breathI'll be here every stepWalking between the raindrops with youTake me nowThe world's such a crazy placeWhen the walls come downYou'll know I'm here to stayThere's nothing I would changeKnowing that together everything that's in our wayWe're better than alrightWalking between the raindropsRiding the aftershock beside youOff into the sunsetLiving like there's nothing left to loseChasing after gold minesCrossing the fine lines we knewHold on and take a breathI'll be here every stepWalking between the raindrops with youThere's a smile on my faceKnowing that together everything that's in our wayWe're better than alrightWalking between the raindropsRiding the aftershock beside youOff into the sunsetLiving like there's nothing left to loseChasing after gold minesCrossing the fine lines we knewHold on and take a breathI'll be here every stepWalking between the raindrops with you,https://www.genius.com/Lifehouse-Between-The-Raindrops-lyrics
457,1,2013-02-09,Thrift Shop,Macklemore,"['Ryan Lewis', 'Wanz']",1,17,https://www.billboard.com/charts/hot-100/2013-02-09,"Burning papers into ashes, what a seasonHow they fly high from the ground upThere is yet another fountainFlowing over as the night fallsKeep dreaming awakeIf you hold on to that boxDon't you lock yourself insideNothing has been done beforeIt’s the most virgin dress you could possibly wearMess it upTime is upHold your memory for a moment with a blind handWrite some stories for tomorrowFrom the bottle of amnesiaFind instructions to salvationTo oblivion supremeDon’t be tempted to look backIt has all happened beforeSomeday miraculous spreadWill forgive every cowardly thing that you've doneThat I've doneDust it off(That you've done)(That we've done)",https://www.genius.com/Macklemore-Thrift-Shop-lyrics
458,2,2013-02-09,Locked Out Of Heaven,Bruno Mars,,1,17,https://www.billboard.com/charts/hot-100/2013-02-09,"(One, two, one, two, three)Aw, yeah, yeahAw, yeah, yeah, yeah, yeah (Ooh)Aw, yeah, yeahAw, yeah, yeah, yeah, yeah (Ooh)Never had much faith in love or miracles (Ooh)Never wanna put my heart on the line (Ooh)But swimming in your water's something spiritual (Ooh)I'm born again every time you spend the night (Ooh)'Cause your sex takes me to paradiseYeah, your sex takes me to paradiseAnd it showsYeah, yeah, yeah'Cause you make me feel likeI've been locked out of heavenFor too long, for too longYeah, you make me feel likeI've been locked out of heavenFor too long, for too longAw, yeah, yeah, yeah, yeah (Ooh)Aw, yeah, yeahAw, yeah, yeah, yeah, yeah (Ooh)You bring me to my knees, you make me testify (Ooh)You can make a sinner change his ways (Ooh)Open up your gates 'cause I can't wait to see the light (Ooh)And right there is where I wanna stay (Ooh)'Cause your sex takes me to paradiseYeah, your sex takes me to paradiseAnd it showsYeah, yeah, yeah'Cause you make me feel likeI've been locked out of heavenFor too long, for too longYeah, you make me feel likeI've been locked out of heavenFor too long, for too long Oh, oh, oh, oh, yeah, yeah, yeahCan I just stay here?Spend the rest of my days here?Oh, oh, oh, oh, yeah, yeah, yeahCan I just stay here?Spend the rest of my days here?'Cause you make me feel likeI've been locked out of heavenFor too long, for too longYeah, you make me feel likeI've been locked out of heavenFor too long, for too longAw, yeah, yeah, yeah, yeah (Ooh)Aw, yeah, yeahAw, yeah, yeah, yeah, yeah (Ooh)",https://www.genius.com/Bruno-Mars-Locked-Out-Of-Heaven-lyrics
459,3,2013-02-09,Ho Hey,The Lumineers,,3,34,https://www.billboard.com/charts/hot-100/2013-02-09,"Ho!Hey!Ho!Hey!Ho!I been trying to do it right (Hey!)I been living a lonely life (Ho!)I been sleepin' here instead (Hey!)I been sleepin' in my bed (Ho!)Sleepin' in my bed (Hey! Ho! Ho!)So show me family (Hey!)All the blood that I will bleed (Ho!)I don't know where I belong (Hey!)I don't know where I went wrong (Ho!)But I can write a song (Hey!)(One, two, three)I belong with you, you belong with meYou're my sweetheartI belong with you, you belong with meYou're my sweet...Ho!Hey! (C'mon girl)Ho!Hey, hey!Ho!I don't think you're right for him (Hey!)Think of what it might have been if we (Ho!)Took a bus to Chinatown (Hey!)I'd be standin' on Canal (Ho!)And Bowery (Hey! Ho!)And she'd be standin' next to me (Hey!)I belong with you, you belong with meYou're my sweetheartI belong with you, you belong with meYou're my sweetheart Love, we need it nowLet's hope for some'Cause oh, we're bleedin' outI belong with you, you belong with meYou're my sweetheartI belong with you, you belong with meYou're my sweet…Ho!Hey!Ho! (Last one)Hey!",https://www.genius.com/The-Lumineers-Ho-Hey-lyrics
460,4,2013-02-09,I Knew You Were Trouble.,Taylor Swift,,2,15,https://www.billboard.com/charts/hot-100/2013-02-09,"Once upon a time, a few mistakes agoI was in your sights, you got me aloneYou found me, you found meYou found me-e-e-e-eI guess you didn't care, and I guess I liked thatAnd when I fell hard, you took a step backWithout me, without meWithout me-e-e-e-eAnd he's long gone when he's next to meAnd I realize the blame is on me'Cause I knew you were trouble when you walked inSo shame on me nowI'll flew me to places I'd never been'Til you put me down, ohI knew you were trouble when you walked inSo shame on me nowFlew me to places I'd never beenNow I'm lying on the cold hard groundOh, oh-ohTrouble, trouble, troubleOh, oh-ohTrouble, trouble, troubleNo apologies, he'll never see you cryPretends he doesn't know that he's the reason whyYou're drowning, you're drowningYou're drowning-ing-ing-ing-ingAnd I heard you moved on from whispers on the streetA new notch in your belt is all I'll ever beAnd now I see, now I seeNow I see-e-e-e-eHe was long gone when he met meAnd I realize the joke is on me, yeah I knew you were trouble when you walked in (Oh)So shame on me nowI'll flew me to places I'd never been'Til you put me down, ohI knew you were trouble when you walked inSo shame on me nowFlew me to places I'd never been (Yeah)Now I'm lying on the cold hard groundOh, oh-ohTrouble, trouble, trouble (Yeah, trouble)Oh, oh-ohTrouble, trouble, troubleAnd the saddest fearComes creeping inThat you never loved meOr her, or anyone, or anything (Yeah)I knew you were trouble when you walked inSo shame on me nowI'll flew me to places I'd never been (Never been)'Til you put me down, ohI knew you were trouble when you walked in (Knew it right there)So shame on me now (Knew it right there)Flew me to places I'd never been (Ooh)Now I'm lying on the cold hard groundOh, oh-ohTrouble, trouble, trouble (Oh)Oh, oh-ohTrouble, trouble, troubleI knew you were trouble when you walked inTrouble, trouble, troubleI knew you were trouble when you walked inTrouble, trouble, trouble ",https://www.genius.com/Taylor-Swift-I-Knew-You-Were-Trouble-lyrics
461,6,2013-02-09,Don't You Worry Child,Swedish House Mafia,['John Martin'],6,19,https://www.billboard.com/charts/hot-100/2013-02-09,"There was a time I used to look into my father's eyesIn a happy home, I was a king, I had a golden throneThose days are gone, now the memory's on the wallI hear the songs from the places where I was bornUp on the hill across the blue lakeThat's where I had my first heartbreakI still remember how it all changedMy father saidDon't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahDon't you worry, don't you worry nowYeahDon't you worry, don't you worry nowYeahThere was a time, I met a girl of a different kindWe ruled the world, I thought I'll never lose her out of sightWe were so young, I think of her now and thenI still hear the songs reminding me of a friendUp on the hill across the blue lakeThat's where I had my first heartbreakI still remember how it all changedMy father saidDon't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohSee heaven's got a plan for youSee heaven's got a plan for youSee heaven's got a plan for you Don't you worry, don't you worry, childSee heaven's got a plan for youDon't you worry, don't you worry nowYeahOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohOh, oh, oh, oh, oh, oh, ohYeah",https://www.genius.com/Swedish-House-Mafia-Dont-You-Worry-Child-lyrics
462,7,2013-02-09,Beauty And A Beat,Justin Bieber,['Nicki Minaj'],5,16,https://www.billboard.com/charts/hot-100/2013-02-09,"YeahYoung MoneyNicki MinajJustin, rrrShow you offTonight, I wanna show you off (Ayy-ayy-ayy)What you gotA billion could've never bought (Ayy-ayy-ayy)We gonna party like it's 3012 tonightI wanna show you all the finer things in lifeSo just forget about the world, we young tonightI'm coming for ya, I'm coming for ya'Cause all I need is a beauty and a beatWho can make my life completeIt's all 'bout youWhen the music makes you moveBaby, do it like you doBody rockGirl, I can feel your body rock (Ayy-ayy-ayy)Take a bowYou're on the hottest ticket now, ooh (Ayy-ayy-ayy)We gonna party like it's 3012 tonightI want to show you all the finer things in lifeSo just forget about the world, we young tonightI'm coming for ya, I'm coming for ya'Cause all I need is a beauty and a beatWho can make my life completeIt's all 'bout youWhen the music makes you moveBaby, do it like you do Uh, uhIn time, ink linesBitches couldn't get on my inclineWorld tours, it's mineTen little letters on a big signJustin Bieber, you know I'ma hit 'em with the etherBuns out, wiener, but I gotta keep an eye out for SelenerBeauty, beauty and the beastBeauty from the EastBeautiful confessions of the priestBeast, beauty from the streets, beat will get deceasedEvery time Beauty on the beat eatsBody rock (Yeah, yeah, yeah)Girl, I wanna feel your body rock (Let's go, let's go)'Cause all (All I need is love), I need is a beauty and a beatWho can make my life complete (Whoa-oh-oh)It's all 'bout you (All I need is you)When the music makes you moveBaby, do it like you do",https://www.genius.com/Justin-Bieber-Beauty-And-A-Beat-lyrics
463,8,2013-02-09,Diamonds,Rihanna,,1,18,https://www.billboard.com/charts/hot-100/2013-02-09,"Shine bright like a diamondShine bright like a diamondFind light in the beautiful seaI choose to be happyYou and I, you and I, we're like diamonds in the skyYou're a shooting star I see, a vision of ecstasyWhen you hold me, I'm alive, we're like diamonds in the skyI knew that we'd become one right awayOh, right awayAt first sight, I felt the energy of sun raysI saw the life inside your eyesSo shine bright, tonight, you and IWe're beautiful, like diamonds in the skyEye to eye, so aliveWe're beautiful, like diamonds in the skyShine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shinin' bright like a diamondWe're beautiful, like diamonds in the skyShine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shinin' bright like a diamondWe're beautiful, like diamonds in the skyPalms rise to the universe as we moonshine and mollyFeel the warmth, we'll never dieWe're like diamonds in the skyYou're a shooting star I see, a vision of ecstasyWhen you hold me, I'm aliveWe're like diamonds in the skyAt first sight, I felt the energy of sun raysI saw the life inside your eyes So shine bright, tonight, you and IWe're beautiful, like diamonds in the skyEye to eye, so aliveWe're beautiful, like diamonds in the skyShine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shinin' bright like a diamondWe're beautiful, like diamonds in the skyShine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shinin' bright like a diamondWe're beautiful, like diamonds in the skyShine bright like a diamondShine bright like a diamondShine bright like a diamondSo shine bright, tonight, you and IWe're beautiful, like diamonds in the skyEye to eye, so aliveWe're beautiful, like diamonds in the sky Shine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shine bright like a diamondOh-oh, yeahShine bright like a diamond (Woah)Shine bright like a diamond (Woah)Shine bright like a diamondShine bright like a diamond",https://www.genius.com/Rihanna-Diamonds-lyrics
464,9,2013-02-09,Home,Phillip Phillips,,6,31,https://www.billboard.com/charts/hot-100/2013-02-09,"Hold on, to me as we goAs we roll down this unfamiliar roadAnd although this wave (Wave) is stringing us alongJust know you're not alone'Cause I'm gonna make this place your homeSettle down, it'll all be clearDon't pay no mind to the demonsThey fill you with fearThe trouble, it might drag you downIf you get lost, you can always be foundJust know you're not alone'Cause I'm gonna make this place your homeOoh-ooh, ooh-ooh, ooh-ooh-ooh-oohOoh-ooh, ooh-ooh-ooh, oohAhh-ahh, ahh, ahh-ahh-ahhAhh-ahh, ahh-ahh, ahhOoh-ooh, ooh-ooh, ooh-ooh-ooh-oohOoh-ooh, ooh-ooh-ooh, oohSettle down, it'll all be clearDon't pay no mind to the demonsThey fill you with fearThe trouble it might drag you downIf you get lost, you can always be foundJust know you're not alone'Cause I'm gonna make this place your homeAhh-ahh, ahh, ahh-ahh-ahhAhh-ahh, ahh-ahh, ahhOoh-ooh, ooh-ooh, ooh-ooh-ooh-oohOoh-ooh, ooh-ooh-ooh, oohOoh-ooh, ooh-ooh, ooh-ooh-ooh-oohOoh-ooh, ooh-ooh-ooh, oohOoh-ooh, ooh-ooh-ooh, ooh",https://www.genius.com/Phillip-Phillips-Home-lyrics
465,11,2013-02-09,Try,P!nk,,11,14,https://www.billboard.com/charts/hot-100/2013-02-09,"Ever wonder about what he's doingHow it all turned to lies?Sometimes I think﻿ that it's betterTo never ask whyWhere there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryEh, eh, ehFunny how the heart can be deceivingMore than just a couple timesWhy do we fall in love so easy?Even when it's not rightWhere there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryEver worried that it might be ruinedAnd does it make you wanna cry?When you're out there doing what you're doingAre you just getting by?Tell me, are you just getting by, by, by?Where there is desire, there is gonna be a flameWhere there is a flame, someone's bound to get burnedBut just because it burns doesn't mean you're gonna dieYou've gotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryGotta get up and try, try, tryGotta get up and try, try, tryYou gotta get up and try, try, tryGotta get up and try, try, try You gotta get up and try, try, tryGotta get up and try, try, try",https://www.genius.com/P-nk-Try-lyrics
466,12,2013-02-09,Girl On Fire,Alicia Keys,['Nicki Minaj'],11,21,https://www.billboard.com/charts/hot-100/2013-02-09,"She's just a girl, and she's on fireHotter than a fantasy, lonely like a highwayShe's living in a world, and it's on fireFeeling the catastrophe, but she knows she can fly awayOh, oh-oh-oh-ohShe got both feet on the ground and she's burning it downOh-oh-oh-oh-oh, oh-oh-oh-ohShe got her head in the clouds and she's not backing downThis girl is on fireThis girl is on fireShe's walking on fireThis girl is on fireLooks like a girl, but she's a flameSo bright, she can burn your eyesBetter look the other wayYou can try, but you'll never forget her nameShe's on top of the worldHottest of the hottest girls sayOh, oh-oh-oh-ohWe got our feet on the ground and we're burning it downOh-oh-oh-oh-oh, oh-oh-oh-ohGot our head in the clouds and we're not coming downThis girl is on fire (Fire, fire)This girl is on fireShe's walking on fire (Fire, fire)This girl is on fireOh-oh-oh-oh-oh...Everybody stares as she goes by'Cause they can see the flame that's in her eyesWatch her when she's lighting up the nightNobody knows that she's a lonely girl and it's a lonely worldBut she gon' let it burn, baby, burn, baby This girl is on fire (Fire, fire)This girl is on fireShe's walking on fire (Fire, fire)This girl is on fireOh-oh-oh-oh-oh, oh-oh-ohOh-oh-oh, oh-oh, oh-oh-oh-oh-oh...Oh...She's just a girl, and she's on fire",https://www.genius.com/Alicia-Keys-Girl-On-Fire-lyrics
467,14,2013-02-09,Sweet Nothing,Calvin Harris,['Florence Welch'],14,12,https://www.billboard.com/charts/hot-100/2013-02-09,"You took my heart, and you held it in your mouthAnd with a word, all my love came rushing outAnd every whisper, it's the worstEmptied out by a single wordThere is a hollow in me nowSo I'll put my faith in something unknownI'm living on such sweet nothingBut I'm tired of hope with nothing to holdI'm living on such sweet nothingAnd it's hard to learn, and it's hard to loveWhen you're giving me such sweet nothingSweet nothing, sweet nothingYou're giving me such sweet nothingIt isn't easy for me to let it go'Cause I've swallowed every single wordAnd every whisper, every sighEats away at this heart of mineAnd there is a hollow in me nowSo I'll put my faith in something unknownI'm living on such sweet nothingBut I'm tired of hope with nothing to holdI'm living on such sweet nothingAnd it's hard to learn, and it's hard to loveWhen you're giving me such sweet nothingSweet nothing, sweet nothingYou're giving me such sweet nothingAnd it's not enough to tell me that you careWhen we both know the words are empty airYou give me nothingNothingSweet nothingSweet nothing",https://www.genius.com/Calvin-Harris-Sweet-Nothing-lyrics
