,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
2093,26,2015-05-30,Slow Motion,Trey Songz,,26,14,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Trey-Songz-Slow-Motion-lyrics
2094,27,2015-05-30,Watch Me,Silento,,27,12,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Silento-Watch-Me-lyrics
2095,28,2015-05-30,Fight Song,Rachel Platten,,28,5,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Rachel-Platten-Fight-Song-lyrics
2096,29,2015-05-30,Blank Space,Taylor Swift,,1,29,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Taylor-Swift-Blank-Space-lyrics
2097,30,2015-05-30,Pretty Girls,Britney Spears,['Iggy Azalea'],29,2,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Britney-Spears-Pretty-Girls-lyrics
2098,31,2015-05-30,Cheerleader,OMI,,31,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/OMI-Cheerleader-lyrics
2099,32,2015-05-30,Budapest,George Ezra,,32,16,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/George-Ezra-Budapest-lyrics
2100,33,2015-05-30,Take Your Time,Sam Hunt,,20,20,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sam-Hunt-Take-Your-Time-lyrics
2101,34,2015-05-30,Shake It Off,Taylor Swift,,1,39,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Taylor-Swift-Shake-It-Off-lyrics
2102,35,2015-05-30,Blessings,Big Sean,['Drake'],28,15,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Big-Sean-Blessings-lyrics
2103,36,2015-05-30,Lean On,Major Lazer,"['DJ Snake', 'MO']",36,6,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Major-Lazer-Lean-On-lyrics
2104,37,2015-05-30,Time Of Our Lives,Pitbull,['Ne-Yo'],9,23,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Pitbull-Time-Of-Our-Lives-lyrics
2105,38,2015-05-30,Lay Me Down,Sam Smith,,8,15,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sam-Smith-Lay-Me-Down-lyrics
2106,39,2015-05-30,Take Me To Church,Hozier,,2,40,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Hozier-Take-Me-To-Church-lyrics
2107,40,2015-05-30,Sippin' On Fire,Florida Georgia Line,,40,10,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Florida-Georgia-Line-Sippin-On-Fire-lyrics
2108,41,2015-05-30,Nasty,Bandit Gang Marco,['Dro'],41,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Bandit-Gang-Marco-Nasty-lyrics
2109,42,2015-05-30,Elastic Heart,Sia,,17,19,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sia-Elastic-Heart-lyrics
2110,43,2015-05-30,Sangria,Blake Shelton,,43,5,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Blake-Shelton-Sangria-lyrics
2111,44,2015-05-30,Throw Sum Mo,Rae Sremmurd,"['Nicki Minaj', 'Young Thug']",30,20,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Rae-Sremmurd-Throw-Sum-Mo-lyrics
2112,45,2015-05-30,Bright,Echosmith,,45,9,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Echosmith-Bright-lyrics
2113,46,2015-05-30,Truffle Butter,Nicki Minaj,"['Drake', 'Lil Wayne']",14,17,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Nicki-Minaj-Truffle-Butter-lyrics
2114,47,2015-05-30,Smoke,A Thousand Horses,,47,12,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/A-Thousand-Horses-Smoke-lyrics
2115,48,2015-05-30,Don't It,Billy Currington,,44,11,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Billy-Currington-Dont-It-lyrics
2116,49,2015-05-30,All About That Bass,Meghan Trainor,,1,45,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Meghan-Trainor-All-About-That-Bass-lyrics
2117,50,2015-05-30,I'm Not The Only One,Sam Smith,,5,37,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sam-Smith-Im-Not-The-Only-One-lyrics
2118,51,2015-05-30,Ayo,Chris Brown,['Tyga'],21,19,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Chris-Brown-Ayo-lyrics
2119,52,2015-05-30,A Guy Walks Into A Bar,Tyler Farr,,51,20,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Tyler-Farr-A-Guy-Walks-Into-A-Bar-lyrics
2120,53,2015-05-30,Bad Blood,Taylor Swift,['Kendrick Lamar'],53,3,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Taylor-Swift-Bad-Blood-lyrics
2121,54,2015-05-30,Geronimo,Sheppard,,53,21,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sheppard-Geronimo-lyrics
2122,55,2015-05-30,All Day,Kanye West,"['Theophilus London', 'Allan Kingdom', 'Paul McCartney']",15,11,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kanye-West-All-Day-lyrics
2123,56,2015-05-30,FourFiveSeconds,Rihanna,"['Kanye West', 'Paul McCartney']",4,17,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Rihanna-FourFiveSeconds-lyrics
2124,57,2015-05-30,I'm Comin' Over,Chris Young,,57,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Chris-Young-Im-Comin-Over-lyrics
2125,58,2015-05-30,Be Real,Kid Ink,['DeJ Loaf'],58,5,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kid-Ink-Be-Real-lyrics
2126,59,2015-05-30,Homegrown,Zac Brown Band,,35,18,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Zac-Brown-Band-Homegrown-lyrics
2127,60,2015-05-30,Commas,Future,,60,7,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Future-Commas-lyrics
2128,61,2015-05-30,Heartbeat Song,Kelly Clarkson,,21,18,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kelly-Clarkson-Heartbeat-Song-lyrics
2129,62,2015-05-30,Flex (Ooh Ooh Ooh),Rich Homie Quan,,62,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Rich-Homie-Quan-Flex-Ooh-Ooh-Ooh-lyrics
2130,63,2015-05-30,Believe,Mumford,['Sons'],31,10,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Mumford-Believe-lyrics
2131,64,2015-05-30,Little Toy Guns,Carrie Underwood,,64,9,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Carrie-Underwood-Little-Toy-Guns-lyrics
2132,65,2015-05-30,Raise 'Em Up,Keith Urban,['Eric Church'],56,12,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Keith-Urban-Raise-Em-Up-lyrics
2133,66,2015-05-30,The Night Is Still Young,Nicki Minaj,,66,2,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Nicki-Minaj-The-Night-Is-Still-Young-lyrics
2134,67,2015-05-30,This Summer's Gonna Hurt...,Maroon 5,,67,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Maroon-5-This-Summers-Gonna-Hurt-lyrics
2135,68,2015-05-30,Wild Child,Kenny Chesney With Grace Potter,,68,9,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kenny-Chesney-With-Grace-Potter-Wild-Child-lyrics
2136,69,2015-05-30,Love Me Like You Mean It,Kelsea Ballerini,,69,7,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kelsea-Ballerini-Love-Me-Like-You-Mean-It-lyrics
2137,70,2015-05-30,Love You Like That,Canaan Smith,,70,8,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Canaan-Smith-Love-You-Like-That-lyrics
2138,71,2015-05-30,I Bet,Ciara,,43,12,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Ciara-I-Bet-lyrics
2139,72,2015-05-30,I Want You To Know,Zedd,['Selena Gomez'],17,12,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Zedd-I-Want-You-To-Know-lyrics
2140,73,2015-05-30,The Matrimony,Wale,['Usher'],73,7,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Wale-The-Matrimony-lyrics
2141,74,2015-05-30,How Many Times,DJ Khaled,"['Chris Brown', 'Lil Wayne', 'Big Sean']",74,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/DJ-Khaled-How-Many-Times-lyrics
2142,75,2015-05-30,Know Yourself,Drake,,53,13,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Drake-Know-Yourself-lyrics
2143,76,2015-05-30,I Really Like You,Carly Rae Jepsen,,39,11,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Carly-Rae-Jepsen-I-Really-Like-You-lyrics
2144,77,2015-05-30,Fun,Pitbull,['Chris Brown'],77,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Pitbull-Fun-lyrics
2145,78,2015-05-30,Energy,Drake,,26,14,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Drake-Energy-lyrics
2146,79,2015-05-30,Like A Wrecking Ball,Eric Church,,77,8,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Eric-Church-Like-A-Wrecking-Ball-lyrics
2147,80,2015-05-30,Say You Do,Dierks Bentley,,52,18,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Dierks-Bentley-Say-You-Do-lyrics
2148,81,2015-05-30,Classic Man,Jidenna,['Roman GianArthur'],81,2,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Jidenna-Classic-Man-lyrics
2149,82,2015-05-30,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,,75,9,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Tim-McGraw-With-Catherine-Dunn-Diamond-Rings-And-Old-Barstools-lyrics
2150,83,2015-05-30,King Kunta,Kendrick Lamar,,58,9,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kendrick-Lamar-King-Kunta-lyrics
2151,84,2015-05-30,I Need Your Love,Shaggy,"['Mohombi', 'Faydee', 'Costi']",84,2,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Shaggy-I-Need-Your-Love-lyrics
2152,85,2015-05-30,Wet Dreamz,J. Cole,,73,6,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/J-Cole-Wet-Dreamz-lyrics
2153,86,2015-05-30,El Perdon (Forgiveness),Nicky Jam,['Enrique Iglesias'],66,8,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Nicky-Jam-El-Perdon-Forgiveness-lyrics
2154,87,2015-05-30,Nothing Without Love,Nate Ruess,,77,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Nate-Ruess-Nothing-Without-Love-lyrics
2155,88,2015-05-30,Uma Thurman,Fall Out Boy,,73,6,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Fall-Out-Boy-Uma-Thurman-lyrics
2156,89,2015-05-30,Baby Be My Love Song,Easton Corbin,,79,6,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Easton-Corbin-Baby-Be-My-Love-Song-lyrics
2157,90,2015-05-30,One Hell Of An Amen,Brantley Gilbert,,85,3,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Brantley-Gilbert-One-Hell-Of-An-Amen-lyrics
2158,91,2015-05-30,She Don't Love You,Eric Paslay,,77,11,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Eric-Paslay-She-Dont-Love-You-lyrics
2159,92,2015-05-30,Photograph,Ed Sheeran,,92,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Ed-Sheeran-Photograph-lyrics
2160,93,2015-05-30,Beautiful Life,Nick Fradiani,,93,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Nick-Fradiani-Beautiful-Life-lyrics
2161,94,2015-05-30,A Thousand Years,Sawyer Fredericks,,94,1,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Sawyer-Fredericks-A-Thousand-Years-lyrics
2162,95,2015-05-30,Renegades,X Ambassadors,,69,5,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/X-Ambassadors-Renegades-lyrics
2163,96,2015-05-30,Get Low,Dillon Francis,['DJ Snake'],61,7,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Dillon-Francis-Get-Low-lyrics
2164,97,2015-05-30,Tonight Looks Good On You,Jason Aldean,,53,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Jason-Aldean-Tonight-Looks-Good-On-You-lyrics
2165,98,2015-05-30,Games,Luke Bryan,,92,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Luke-Bryan-Games-lyrics
2166,99,2015-05-30,I Don't Get Tired (#IDGT),Kevin Gates,['August Alsina'],90,4,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Kevin-Gates-I-Dont-Get-Tired-IDGT-lyrics
2167,100,2015-05-30,Crushin' It,Brad Paisley,,96,3,https://www.billboard.com/charts/hot-100/2015-05-30,,https://www.genius.com/Brad-Paisley-Crushin-It-lyrics
2168,1,2015-06-06,Bad Blood,Taylor Swift,['Kendrick Lamar'],1,4,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Taylor-Swift-Bad-Blood-lyrics
2169,2,2015-06-06,See You Again,Wiz Khalifa,['Charlie Puth'],1,11,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Wiz-Khalifa-See-You-Again-lyrics
2170,3,2015-06-06,Trap Queen,Fetty Wap,,2,18,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Fetty-Wap-Trap-Queen-lyrics
2171,4,2015-06-06,Shut Up And Dance,WALK THE MOON,,4,28,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/WALK-THE-MOON-Shut-Up-And-Dance-lyrics
2172,5,2015-06-06,Earned It (Fifty Shades Of Grey),The Weeknd,,3,22,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/The-Weeknd-Earned-It-Fifty-Shades-Of-Grey-lyrics
2173,6,2015-06-06,Uptown Funk!,Mark Ronson,['Bruno Mars'],1,28,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Mark-Ronson-Uptown-Funk-lyrics
2174,7,2015-06-06,Want To Want Me,Jason Derulo,,6,11,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Jason-Derulo-Want-To-Want-Me-lyrics
2175,8,2015-06-06,Hey Mama,David Guetta,"['Nicki Minaj', 'Bebe Rexha', 'Afrojack']",8,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/David-Guetta-Hey-Mama-lyrics
2176,9,2015-06-06,Sugar,Maroon 5,,2,19,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Maroon-5-Sugar-lyrics
2177,10,2015-06-06,Nasty Freestyle,T-Wayne,,9,6,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/T-Wayne-Nasty-Freestyle-lyrics
2178,11,2015-06-06,Love Me Like You Do,Ellie Goulding,,3,20,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Ellie-Goulding-Love-Me-Like-You-Do-lyrics
2179,12,2015-06-06,"Honey, I'm Good.",Andy Grammer,,12,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Andy-Grammer-Honey-Im-Good-lyrics
2180,13,2015-06-06,Talking Body,Tove Lo,,13,17,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Tove-Lo-Talking-Body-lyrics
2181,14,2015-06-06,Dear Future Husband,Meghan Trainor,,14,19,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Meghan-Trainor-Dear-Future-Husband-lyrics
2182,15,2015-06-06,Post To Be,Omarion,"['Chris Brown', 'Jhene Aiko']",13,20,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Omarion-Post-To-Be-lyrics
2183,16,2015-06-06,Thinking Out Loud,Ed Sheeran,,2,33,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Ed-Sheeran-Thinking-Out-Loud-lyrics
2184,17,2015-06-06,Worth It,Fifth Harmony,['Kid Ink'],17,14,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Fifth-Harmony-Worth-It-lyrics
2185,18,2015-06-06,You Know You Like It,DJ Snake,['AlunaGeorge'],18,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/DJ-Snake-You-Know-You-Like-It-lyrics
2186,19,2015-06-06,Somebody,Natalie La Rose,['Jeremih'],10,18,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Natalie-La-Rose-Somebody-lyrics
2187,20,2015-06-06,Where Are U Now,Skrillex,['Diplo With Justin Bieber'],20,12,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Skrillex-Where-Are-U-Now-lyrics
2188,21,2015-06-06,G.D.F.R.,Flo Rida,"['Sage The Gemini', 'Lookas']",8,28,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Flo-Rida-GDFR-lyrics
2189,22,2015-06-06,Girl Crush,Little Big Town,,18,14,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Little-Big-Town-Girl-Crush-lyrics
2190,23,2015-06-06,Style,Taylor Swift,,6,24,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Taylor-Swift-Style-lyrics
2191,24,2015-06-06,B**** Better Have My Money,Rihanna,,17,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Rihanna-B-Better-Have-My-Money-lyrics
2192,25,2015-06-06,Watch Me,Silento,,25,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Silento-Watch-Me-lyrics
2193,26,2015-06-06,Kick The Dust Up,Luke Bryan,,26,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Luke-Bryan-Kick-The-Dust-Up-lyrics
2194,27,2015-06-06,Cheerleader,OMI,,27,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/OMI-Cheerleader-lyrics
2195,28,2015-06-06,Chains,Nick Jonas,,13,17,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Nick-Jonas-Chains-lyrics
2196,29,2015-06-06,Slow Motion,Trey Songz,,26,15,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Trey-Songz-Slow-Motion-lyrics
2197,30,2015-06-06,Fight Song,Rachel Platten,,28,6,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Rachel-Platten-Fight-Song-lyrics
2198,31,2015-06-06,This Summer's Gonna Hurt...,Maroon 5,,31,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Maroon-5-This-Summers-Gonna-Hurt-lyrics
2199,32,2015-06-06,Blank Space,Taylor Swift,,1,30,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Taylor-Swift-Blank-Space-lyrics
2200,33,2015-06-06,Lean On,Major Lazer,"['DJ Snake', 'MO']",33,7,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Major-Lazer-Lean-On-lyrics
2201,34,2015-06-06,Shake It Off,Taylor Swift,,1,40,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Taylor-Swift-Shake-It-Off-lyrics
2202,35,2015-06-06,Budapest,George Ezra,,32,17,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/George-Ezra-Budapest-lyrics
2203,36,2015-06-06,Elastic Heart,Sia,,17,20,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Sia-Elastic-Heart-lyrics
2204,37,2015-06-06,Please,Sawyer Fredericks,,37,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Sawyer-Fredericks-Please-lyrics
2205,38,2015-06-06,Pretty Girls,Britney Spears,['Iggy Azalea'],29,3,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Britney-Spears-Pretty-Girls-lyrics
2206,39,2015-06-06,Feeling Myself,Nicki Minaj,['Beyonce'],39,20,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Nicki-Minaj-Feeling-Myself-lyrics
2207,40,2015-06-06,One Last Time,Ariana Grande,,13,15,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Ariana-Grande-One-Last-Time-lyrics
2208,41,2015-06-06,Take Your Time,Sam Hunt,,20,21,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Sam-Hunt-Take-Your-Time-lyrics
2209,42,2015-06-06,Nasty,Bandit Gang Marco,['Dro'],41,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Bandit-Gang-Marco-Nasty-lyrics
2210,43,2015-06-06,Sangria,Blake Shelton,,43,6,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Blake-Shelton-Sangria-lyrics
2211,44,2015-06-06,Flex (Ooh Ooh Ooh),Rich Homie Quan,,44,5,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Rich-Homie-Quan-Flex-Ooh-Ooh-Ooh-lyrics
2212,45,2015-06-06,Blessings,Big Sean,['Drake'],28,16,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Big-Sean-Blessings-lyrics
2213,46,2015-06-06,Time Of Our Lives,Pitbull,['Ne-Yo'],9,24,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Pitbull-Time-Of-Our-Lives-lyrics
2214,47,2015-06-06,All About That Bass,Meghan Trainor,,1,46,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Meghan-Trainor-All-About-That-Bass-lyrics
2215,48,2015-06-06,Take Me To Church,Hozier,,2,41,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Hozier-Take-Me-To-Church-lyrics
2216,49,2015-06-06,Sippin' On Fire,Florida Georgia Line,,40,11,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Florida-Georgia-Line-Sippin-On-Fire-lyrics
2217,50,2015-06-06,Bright,Echosmith,,45,10,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Echosmith-Bright-lyrics
2218,51,2015-06-06,The Night Is Still Young,Nicki Minaj,,51,3,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Nicki-Minaj-The-Night-Is-Still-Young-lyrics
2219,52,2015-06-06,Don't It,Billy Currington,,44,12,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Billy-Currington-Dont-It-lyrics
2220,53,2015-06-06,Smoke,A Thousand Horses,,47,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/A-Thousand-Horses-Smoke-lyrics
2221,54,2015-06-06,Fun,Pitbull,['Chris Brown'],54,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Pitbull-Fun-lyrics
2222,55,2015-06-06,Truffle Butter,Nicki Minaj,"['Drake', 'Lil Wayne']",14,18,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Nicki-Minaj-Truffle-Butter-lyrics
2223,56,2015-06-06,Lay Me Down,Sam Smith,,8,16,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Sam-Smith-Lay-Me-Down-lyrics
2224,57,2015-06-06,Be Real,Kid Ink,['DeJ Loaf'],57,6,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kid-Ink-Be-Real-lyrics
2225,58,2015-06-06,Photograph,Ed Sheeran,,58,2,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Ed-Sheeran-Photograph-lyrics
2226,59,2015-06-06,Ayo,Chris Brown,['Tyga'],21,20,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Chris-Brown-Ayo-lyrics
2227,60,2015-06-06,All Day,Kanye West,"['Theophilus London', 'Allan Kingdom', 'Paul McCartney']",15,12,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kanye-West-All-Day-lyrics
2228,61,2015-06-06,Commas,Future,,60,8,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Future-Commas-lyrics
2229,62,2015-06-06,Love Me Like You Mean It,Kelsea Ballerini,,62,8,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kelsea-Ballerini-Love-Me-Like-You-Mean-It-lyrics
2230,63,2015-06-06,Old Man,Sawyer Fredericks,,63,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Sawyer-Fredericks-Old-Man-lyrics
2231,64,2015-06-06,Wild Child,Kenny Chesney With Grace Potter,,64,10,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kenny-Chesney-With-Grace-Potter-Wild-Child-lyrics
2232,65,2015-06-06,Little Toy Guns,Carrie Underwood,,64,10,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Carrie-Underwood-Little-Toy-Guns-lyrics
2233,66,2015-06-06,FourFiveSeconds,Rihanna,"['Kanye West', 'Paul McCartney']",4,18,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Rihanna-FourFiveSeconds-lyrics
2234,67,2015-06-06,Homegrown,Zac Brown Band,,35,19,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Zac-Brown-Band-Homegrown-lyrics
2235,68,2015-06-06,Flashlight,Jessie J,,68,1,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Jessie-J-Flashlight-lyrics
2236,69,2015-06-06,I Want You To Know,Zedd,['Selena Gomez'],17,13,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Zedd-I-Want-You-To-Know-lyrics
2237,70,2015-06-06,Uma Thurman,Fall Out Boy,,70,7,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Fall-Out-Boy-Uma-Thurman-lyrics
2238,71,2015-06-06,Heartbeat Song,Kelly Clarkson,,21,19,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Kelly-Clarkson-Heartbeat-Song-lyrics
2239,72,2015-06-06,Love You Like That,Canaan Smith,,70,9,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Canaan-Smith-Love-You-Like-That-lyrics
2240,73,2015-06-06,I Need Your Love,Shaggy,"['Mohombi', 'Faydee', 'Costi']",73,3,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Shaggy-I-Need-Your-Love-lyrics
2241,74,2015-06-06,Classic Man,Jidenna,['Roman GianArthur'],74,3,https://www.billboard.com/charts/hot-100/2015-06-06,,https://www.genius.com/Jidenna-Classic-Man-lyrics
