,level_0,index,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
145,60,68,69,2000-01-08,One Night Stand,J-Shin,['LaTocha Scott'],69,3,https://www.billboard.com/charts/hot-100/2000-01-08,"(feat. LaTocha Scott)You say your having a babyBut I don't know if it's mineIt all started from a one night standIt wasn't part of the planBut now I see you got an attitudeAnd you're so confusedYou didn't tell me 'bout your man at homeSo what you gonna do?Chillin' in the club on a Saturday nightSaw you across the floor you were looking so flyI can't believe that you were also looking my wayYes you were, yes you wereSo I stepped to you with my game down tightBefore we knew it, it was on for tonightSo now tell me what's goin' on with you ladySo tell me what's going onPlease don't make me waitI know you're living with your manSleeping with your manCreepin' with your friendsSaying you wanna get with meNow boy you know just as well as I doIn order to go half on a baby, it takes twoYes it does, yes it does, yes it doesAnd even though I had a man at homeAll we ever did was fuss and fightThings just wasn't rightSick and tired of being mistreatedNeglected for no reasonWhen love was all I neededHe didn't care, so I cheatedSo this is what's going onBaby girl, please don't playI know you're living with your manSleeping with your manCreepin' with your friendsSaying you wanna get with me  See I know it was never meant to, be you and meBut it's so hard, so hard for me to believeThat I'm having your baby, and it's driving me crazy Okay now, I'ma step up and be a real manBut you have to really have to tell me where I standCuz if this is mine (it's yours)Girl I'm ready (are you ready?)To take responsibility",https://www.genius.com/J-Shin-One-Night-Stand-lyrics
146,61,69,70,2000-01-08,The Great Beyond,R.E.M.,,70,3,https://www.billboard.com/charts/hot-100/2000-01-08,"I've watched the stars fall silent from your eyesAll the sights that I have seenI can't believe that I believedI wished that you could seeThere's a new planet in the solar systemThere is nothing up my sleeveI'm pushing an elephant up the stairsI'm tossing up punch lines that were never thereOver my shoulder a piano fallsCrashing to the groundIn all this talk of time, talk is fineBut I don't want to stay aroundWhy can't we pantomimeJust close our eyes and sleep sweet dreamsMe and you with wings on our feetI'm pushing an elephant up the stairsI'm tossing up punch lines that were never thereOver my shoulder a piano fallsCrashing to the groundI'm breaking through, I'm bending spoonsI'm keeping flowers in full bloomI'm looking for answers from the great beyondI want the humming birds, the dancing bearsSweetest dreams of youI look into the starsI look into the moonI'm pushing an elephant up the stairsI'm tossing up punch lines that were never thereOver my shoulder a piano fallsCrashing to the groundI'm breaking through, I'm bending spoonsI'm keeping flowers in full bloomI'm looking for answers from the great beyond I'm breaking through, I'm bending spoonsI'm keeping flowers in full bloomI'm looking for answers from the greatAnswers from the greatAnswersI'm breaking through, I'm bending spoonsI'm keeping flowers in full bloomI'm looking for answers from the great beyondI'm breaking through, I'm bending spoons(Here's a little agit for the never-believer)I'm keeping flowers in full bloom(Here's a little ghost for the offering)I'm looking for answers from the greatAnswers from the greatAnswersI'm breaking through, I'm bending spoonsI'm keeping flowers in full bloomI'm looking for answers from the great beyond",https://www.genius.com/REM-The-Great-Beyond-lyrics
147,62,70,71,2000-01-08,I Love You,Martina McBride,,24,20,https://www.billboard.com/charts/hot-100/2000-01-08,"YeahThe sun is shining everydayThe clouds never get in the way for you and meI've known you just a week or twoBut baby I'm so into youCan hardly breatheAnd I'm in so totally wrapped upEmotionally attractedSo physically actingSo recklessly I need youSo desperately sure as the sky is blueBaby, I love youI love youI never knew that I could feel like thisCan hardly wait till our next kissYou're so coolIf I'm dreaming, please don't wake me upBecause baby I can't get enoughOf what you doAnd I'm in so electrically charged upKinetically actingErratically need youFanatically you get to meMagically sure as the sky is blueBaby, I love youI, I can't believe that this is realThe way I feelBaby, I'm gone head over heels(Head over heels)And I'm in so totally wrapped upEmotionally attractedSo physically actingSo recklessly I need youSo desperately sure as the sky is blueYeah And I'm in so electrically charged upKinetically actingErratically need youFanatically you get to meMagically sure as the sky is blueBaby, I love youBaby, I love youDo you love me tooBaby, I love you",https://www.genius.com/Martina-McBride-I-Love-You-lyrics
148,63,72,73,2000-01-08,N 2 Gether Now,Limp Bizkit,['Method Man'],73,6,https://www.billboard.com/charts/hot-100/2000-01-08,"DJ PremierUh, uh, uhWho could be the boss? Look up to the crossStranded in the land of the lostStandin' up, I'm sidewaysI'm blazin' up the path, runnin' on the highways of rapChoked up by the smoke and the charcoalA lotta stamps and brands, we like a bar codeI'm bashin' all the media strikes to keep the media dykesAs reinforcement for the fightAnd that alone'll keep John Gotti on the phoneI'm tangled in the zone, I got the bees on the trackWhere the fuck you at? (Tical!)Let me hear you pigeons run ya mouth now (Shut the fuck up!)I'm pluggin' in them social skills that keep my total billsOver a million the last time I checked itThank God, I'm blessed with a mind that'll wreck itWait until the second round and knock 'em outThey call me Big John Studd, my middle name MudDirty water flow, too much for you thugThey can't stand the flood – what up, doc?Hold big gun like Elmer Fudd,  the sureshotMr. Meth I'm unplugged (learn!)Temperatures too hot for sunblock (burn!)Playin' wit' minds that get you state timeLocked behind 12 bars from a great mindKilla bees in the club wit' this ladybugBrought a sword to the dance floor to cut a rugLove is love all day, 'til they throw slugsAnd take another life in cold blood, can't feel me 'til its your bloodMurder rates tremendous, crime is endlessSame shit different day, Father forgive usThey know not what they do, all praise is dueI'm big like E-Z and Big BambuWhat's that? I didn't hear youShut the fuck up!Come on, a little louder!Shut the fuck up!Everybody in together nowShut the fuck up!What, huh?Just shut the fuck up, just shut the fuck up!What's that? I didn't hear youShut the fuck up!Come on, a little louder!Shut the fuck up!Everybody in together nowShut the fuck up!What, huh?Just shut the fuck up, just shut the fuck up! Headstrong, dead calm, Dead by DawnDead weight, they dead wrong, let's get it onTwelve rounds of throw down – who hold crown?Protect land wit' four pound, Limp BizkitGet around like merry-go, bust a scenarioComin' through your stereo, why risk it?Lifestyles of the prolific and giftedEight essential vitamins and minerals, deliciousWord on the street is, they bit my thesisKnocked out they front teefes, tryin' to taste mineActin' like they heard it through the grapevineDope fiendin' for the bassline, to provide rhymePharmaceuticals, hard as nails to the cuticlesWhere'd you find that monster? She beautifulWu-Tang and Limp Bizkit, roll on the setKick a hole in the speaker, pull the plug, and then jetMic check, so what's it all about? And where we gonna run?Maybe we can meet up on the sunDiscretion is advised for the blood of virgin eyesWe limpin' on the track with the MethodSo get the sunblock, you gettin' one-shotUntil you dissolve, I revolve around everything you gotFrom outta nowhere, prepare, you be blinded by the glareI told you not to stare, now you're turned into stoneWithout a microphone, but don't you forget you're in a zoneSo shut the fuck up, and take that shit back'Cause all your shit's wack (Doo doo is doo doo)When its weighed out like thatBurnin' up your brain like a pistonSo all those that didn't listenNever even knew what they were missin'And never even knew that the sky was fallin' downWu-Tang-Clan for the crown What's that? I didn't hear youShut the fuck up!Come on, a little louder!Shut the fuck up!Everybody in together nowShut the fuck up!What, huh?Just shut the fuck up, just shut the fuck up!What's that? I didn't hear youShut the fuck up!Come on, a little louder!Shut the fuck up!Everybody in together nowShut the fuck up!What, huh?Just shut the fuck up, just shut the fuck up!It was over your head – all day, every dayS.I.N.Y. 10304Wu-Tang Killa BeesAnd the Limp B-I-Z-K-I-TY'all know the time, y'all know the rhymeIt ain't easy bein' greazy in a world full of cleanlinessAnd, you know, all that other madnessWe gone, peace!Limp Bizkit, Method ManRock the house y'all! Bring it on!Hey wait up, where you guys goin'?You're not recordin', are you?Are you?But I'm all aloneI can't do this!Feel it, uhFeel it, feel it, feel itYou guys feel it out there?Shake your head if you feel itHey, hey, heyEvery day is brighter than the next dayAt least that's what you thinkEvery day is brighter than the next dayAt least that's what you think",https://www.genius.com/Limp-Bizkit-N-2-Gether-Now-lyrics
149,64,73,74,2000-01-08,No More Rain (In This Cloud),Angie Stone,,74,3,https://www.billboard.com/charts/hot-100/2000-01-08,"No more rain in this cloudNo more rain in this cloudMy sunshine has come and I'm all cried outAnd there's no more rain in this cloud(There's no more rain)My sunshine has come (no more rain in this cloud)(Let it go) And I'm all cried outAnd there's no more rain in this cloud (no more rain)There's no hiding placeWhen someone has hurt youIt's written on your face and it reads""Broken spirit, lost and confusedEmpty, scared, used and abused, a fool, oh""Ain't it funny that the way you feel shows on your face?(It's written all over your face, yeah)And the smile you used to wearSeems a little bit out of place (tracks of your tears)People, oh, hold on, in timeIt gets a little better, oh yeahMy sunshine has come (no more rain in this cloud)(My sunshine) And I'm all cried outAnd there's no more rain in this cloud(There's no more rain, no, no)My sunshine has come and I'm all cried outAnd there's no more rain in this cloud(No more rain, no more rain)So you want to live and to you I shall giveAll the space that you requestedHope you don't live to regret itSo you say you're in your primeBaby, don't waste your time (no more rain)Remember my love (no more rain)It's only a thin line (too little, too never, too late)My sunshine has come (no more rain)(My sunshine) And I'm all cried out (I'm all cried out)And there's no more rain in this cloud (no more rain)(There's no more rain)My sunshine has come (no more rain)(My sunshine, no more rain)And I'm all cried outAnd there's no more rain in this cloud(No more rain in this cloud, no more rain) Spring has come and winter's gone, my love(No more rain, winter's gone)But don't look around for me, childI'll be gone, gone, gone, gone(I'll be gone, gone, gone)(No more rain) Not afraid (not afraid)Because the seasons have changedI'm gonna count my blessings (no more rain)And just follow the sun 'cause you seeMy sunshine has come(Now, I wanna take a minute to kick it like this)(Has come, y'all wit' me?)And I'm all cried out(Y'all know what I'm talkin' about?)And there's no more rain in this cloud(You know what to do, no more rain in this cloud)My sunshine has come (no more rain, no more rain)(There's no hiding place)And I'm all cried out (when you're hurting)And there's no more rain in this cloud(No more rain in this cloud, no, no, no)Baby, don't want tear dropsDrying upon my pillow(I used to think the world of you)Only room for raindrops (no more rain)Don't belong on my smile (baby, there's)And there's no more rain in this cloud(Nothing I would not do)Baby, don't want tear dropsDrying upon my pillow (You broke me down)Only room for raindropsDon't belong on my smile (You broke me down)(No more rain) And there's no more rain in this cloud(You, you, you, baby, broke me down)My sunshine has come (Goes around, comes around)(What goes up) And I'm all cried out (Must come down)(Things you do) And there's no more rain in this cloud(Come back to you, y'all believe that?) (I said)My sunshine has come (Goes around, comes around)(What goes up) And I'm all cried out (Must come down)(Things you do) And there's no more rain in this cloud(Come back to you)",https://www.genius.com/Angie-Stone-No-More-Rain-In-This-Cloud-lyrics
150,65,75,76,2000-01-08,All Things Considered,Yankee Grey,,55,17,https://www.billboard.com/charts/hot-100/2000-01-08,"All things considered I'm doin' just fine even thoughYou left a hole the size of Texas deep inside of my heartThe way I feel I should be losing my mindBut all things consideredI'm doin' just fineWoke up this morning to the sound of you slammin' the doorI got served a piece of paper for breakfast that saidYou don't live here no moreAnd the dog won't let me pet him, he just lays aroundAnd growls at my feetAnd the paper boy forgot me againI should have stayed in bed asleepAll things considered I'm doin' just fine even thoughYou left a hole the size of Texas deep inside of my heartThe way I feel I should be losing my mindBut all things consideredI'm doin' just fineWell my car broke down again right before it ran out of gasYeah my boss is still ringing in my headOne more time and your out on your...yeahWell I can't wait till that five o clock whistle blowsSo I can sit in traffic all dayAnd end up going home aloneAll things considered I'm doin' just fine even thoughYou left a hole the size of Texas deep inside of my heartThe way I feel I should be losing my mindBut all things consideredI'm doin' just fineAll things considered I'm doin' just fine even thoughYou left a hole the size of Texas deep inside of my heartThe way I feel I should be losing my mindBut all things consideredI'm doin' just fine",https://www.genius.com/Yankee-Grey-All-Things-Considered-lyrics
151,66,77,78,2000-01-08,Guerrilla Radio,Rage Against The Machine,,69,11,https://www.billboard.com/charts/hot-100/2000-01-08,"Transmission, third World War, third roundA decade of the weapon of sound above groundNo shelter if you're looking for shadeI lick shots at the brutal charadeAs the polls close like a casketOn truth devoured, silent play on the shadow of powerA spectacle, monopolizedThe camera's eyes on choice disguisedWas it cast for the mass who burn and toil?Or for the vultures who thirst for blood and oil?Yes a spectacle, monopolizedThey hold the reins, stole your eyesAll the Fistagons, the bullets and bombsWho stuff the banks, who staff the party ranksMore for Gore or the son of a drug lordNone of the above, fuck it, cut the cordLights out, guerrilla radioTurn that shit upLights out, guerrilla radioTurn that shit upLights out, guerrilla radioTurn that shit upLights out, guerrilla radioContact, I hijacked the frequenciesBlockin' the beltway, move on DCWay past the days of bombin' MCsSound off, Mumia, go on, be freeWho got 'em? Yo, check the federal fileAll you pen devils know the trial was vileArmy of pigs try to silence my styleOff 'em all out the box, it's my radio dialLights out, guerrilla radioTurn that shit upLights out, guerrilla radioTurn that shit upLights out, guerrilla radioTurn that shit upLights out, guerrilla radioTurn that shit up It has to start somewhereIt has to start sometimeWhat better place than here?What better time than now?All hell can't stop us nowAll hell can't stop us nowAll hell can't stop us nowAll hell can't stop us nowAll hell can't stop us nowAll hell can't stop us now",https://www.genius.com/Rage-Against-The-Machine-Guerrilla-Radio-lyrics
152,67,78,79,2000-01-08,The Chemicals Between Us,Bush,,67,15,https://www.billboard.com/charts/hot-100/2000-01-08,"I want you to rememberA love so full it could send us alwaysI want you to surrenderAll my feelings rose todayAnd I want you to remainThe power of children can amazeI'll try not to complainI know that's a pisser babyThe chemicals between usThe walls that lie between usLying in this bedThe chemicals displacedThere is no lonelier stateThan lying in this bedI want you to rememberEverything you saidEvery driven wordLike a hammerFell to my headThe chemicals between usThe walls that lie between usLying in this bedThe chemicals displacedThere is no lonelier fateThan lying in this bedThe chemicals between usThe chemicals between usLying in this bedWe're of hollow menWe are the naked onesWe never meant you harmNever meant you wrongAnd I'd like to thankAll of my lovers, lovers, lovers, lovers, lovers, loversThe chemicals between usThe army of achieversLying in this bedThe chemicals displacedThere is no lonelier stateThan lying in this bedThe chemicals between usThe chemicals between usChemicals The chemicals between us",https://www.genius.com/Bush-The-Chemicals-Between-Us-lyrics
153,68,79,80,2000-01-08,Smile,Lonestar,,71,4,https://www.billboard.com/charts/hot-100/2000-01-08,"I still remember the night we metYou said you loved my smileBut your love for me was like a summer breezeOh, it lasted for a whileI could hold on a little tighter I knowBut when you love someone you gotta let 'em go soI'm gonna smile, 'cause I want to make you happyLaugh, so you can't see me cryI'm gonna let you go in styleAnd even if it kills meI'm gonna smileKiss me once for the good times, babyKiss me twice for goodbyeYou can't help how you don't feelAnd it doesn't matter whyGive me a chance to bow out gracefully'Cause that's how I want you to remember meI'm gonna smile, 'cause I want to make you happyLaugh, so you can't see me cryI'm gonna let you go in styleAnd even if it kills meI'm gonna smileI'm gonna smile so you can find the courageLaugh, so you won't see me hurtin'I'm gonna let you go in styleAnd even if it kills meI'm gonna smile",https://www.genius.com/Lonestar-Smile-lyrics
154,69,81,82,2000-01-08,Notorious B.I.G.,The Notorious B.I.G.,"['Puff Daddy', ""Lil' Kim""]",82,5,https://www.billboard.com/charts/hot-100/2000-01-08,"Yo, check it, Call Lil' CeaseTell that muh'fucker to bring me some muh'fuckin weed for this hospital(No-no-notorious)Man fuck thatTell that reporter to go pick up ten thousand from DezAnd go take about like twenty G's from Gino(No-no-notorious)Tell that muh'fucker get this nigga next door up out of hereNigga be snorin all night I can't sleep (hehe)(No-no-notorious)Call that big butt nurse with the long hair to come suck my dick(Bad Boy Big, c'mon)The doctor said I need about three weeks of recoveryBut the nurses is lovin meSayin the best part of the day is my halfFeedin me breakfast, and givin me a sponge bath(Notorious) Niggas say I died dead in the streetsNigga I'm gettin high, gettin head on the beachChillin, sittin on about half a millionWith all my niggas, all my guns, all my womenNext two years, I should see about a billionAll for the love of drug dealinGot no love for the other side, fuck them tricks (fuck them)Any repercussion, Junior M.A.F.I.A. spit clips (that's right)All the time, Big Poppa kick the war rhymesRaw flows, and that's how it goesNOTORIOUS!C'mon.. we are, we areNO, NO, NO, NOTORIOUS!He is.. he is..NO, NO, NO, NOTORIOUS!This for my niggas slingin thangs, had my ring encagedTruck, necklace, igloo ring and thingsFor the bitches, who see them rims spin and grinThat shit with the V-trim that winAnd the enormous fields disperse of rapOn the road to the riches more furs to dragMore niggas to kill, than birds to bagHit the jeweler and splurge the tab, uhHops, out the truck like, ""Trick, what up?""Call me Sean if you suck, call me gone when I nut (come on)That's the end of us, get your friend to fuckUntwist and bend her up, you know the deal (No-no-notorious)Niggas talkin real greasy on some ballin shit (that's right)Funny how quick these pricks forgetActin like I ain't the reason they traded they shitSwitched that 5, copped that 6 (that's right)It's all good, you know who the clone isFuck the Joneses, niggas tryin to keep up with the Combses NOTORIOUS!C'mon y'all..NOTORIOUS!We are, we are .. (what's his name)NO, NO, NO, NOTORIOUS!He is, he is.. (c'mon, what's his name?)NO, NO, NO, NOTORIOUS!Who that queen bitch, keep her glass filled to the rim?The Notorious K-I to the M (Notorious)That's me, on MTV, no doubtTitty out like what - I don't give a fuck!Y'all know my attitude, can't stand my cologneThen stay your ass home, you and your chaperone(Notorious) Things done changed, but we continue to reignAs the King and the Queen of hip-hop, me and B.IFrank White still listen to all the (a)'ttentionI'm by his side, with the chrome fifth, playin my position (Notorious) Sexy, young thing, from the ghettoThat bitch rockin mics in high heel stilletosWe takin over like FrancisSwitchin our styles like the hottest new dancesSee, I let y'all live to stack a LITTLE paperBe glad I pushed my album back, I did y'all hoes a favor!(Notorious) She did you a favor, c'mon now, yeahNOTORIOUS!NO, NO, NO, NOTORIOUS!He is, he is.. (c'mon, what's his name?)Bad Boy baby, D.R. c'monNO, NO, NO, NOTORIOUS!We are, we are ..Queen Bee baby, we are, c'monNO, NO, NO, NOTORIOUS!He is, he is.. (B.I.G. baby, he is c'mon)NO, NO, NO, NOTORIOUS!We are, we are ..Bad Boy 2000NO, NO, NO, NOTORIOUS!B.I.G. Born Again (he is.. he is..)And he won't stopNO, NO, NO, NOTORIOUS!Cause he can't stop, yeah, uh-huhWe are, we are.. (Brooklyn baby)NO, NO, NO, NOTORIOUS!He is, he is..NO, NO, NO, NOTORIOUS!We are...",https://www.genius.com/The-Notorious-BIG-Notorious-BIG-lyrics
155,70,82,83,2000-01-08,All I Want For Christmas Is You,Mariah Carey,,83,1,https://www.billboard.com/charts/hot-100/2000-01-08,"I don't want a lot for ChristmasThere is just one thing I needI don't care about the presentsUnderneath the Christmas treeI just want you for my ownMore than you could ever knowMake my wish come trueAll I want for Christmas is you, yeahI don't want a lot for ChristmasThere is just one thing I need (And I)Don't care about the presentsUnderneath the Christmas treeI don't need to hang my stockingThere upon the fireplace (Ah)Santa Claus won't make me happyWith a toy on Christmas DayI just want you for my own (Ooh)More than you could ever know (Ooh)Make my wish come trueAll I want for Christmas is youYou, babyOh, I won't ask for much this ChristmasI won't even wish for snow (And I)I'm just gonna keep on waitingUnderneath the mistletoeI won't make a list and send itTo the North Pole for Saint Nick (Ah)I won't even stay awake toHear those magic reindeer click'Cause I just want you here tonight (Ooh)Holding on to me so tight (Ooh)What more can I do?Oh baby, all I want for Christmas is youYou, babyOh, all the lights are shiningSo brightly everywhere (So brightly, baby)And the sound of children'sLaughter fills the air (Oh, oh yeah)And everyone is singing (Oh yeah)I hear those sleigh bells ringing (Oh)Santa, won't you bring me the one I really need? (Yeah, oh, oh)Won't you please bring my baby to me? Oh, I don't want a lot for ChristmasThis is all I'm asking for (Ah)I just wanna see my babyStanding right outside my doorOh, I just want you for my own (Ooh)More than you could ever know (Ooh)Make my wish come trueOh baby, all I want for Christmas is youYou, babyAll I want for Christmas is you, baby (You)All I want for Christmas is you, baby (Ah, oh, ah, oh)All I want for Christmas is you, baby (You)All I want for Christmas is you, baby (All I really want, baby, ooh)All I want for Christmas is you, baby (All I want, all I really want is you)",https://www.genius.com/Mariah-Carey-All-I-Want-For-Christmas-Is-You-lyrics
156,71,83,84,2000-01-08,There She Goes,Sixpence None The Richer,,32,18,https://www.billboard.com/charts/hot-100/2000-01-08,There she goesThere she goes againRacing through my brainAnd I just can't containThis feeling that remainsThere she goesThere she goes againPulsing through my veinsAnd I just can't containThis feeling that remainsThere she goes (there she goes again)There she goes again (there she goes again)Racing through my brain (there she goes again)And I just can't containThis feeling that remainsThere she goesThere she goes againShe calls my namePulls my trainNo one else could heal my painAnd I just can't containThis feeling that remainsThere she goes (she calls my name)There she goes again (she calls my name)Chasing down my lane (she calls my name)And I just can't containThis feeling that remainsThere she goes (there she goes again)There she goes (there she goes again)There she goes,https://www.genius.com/Sixpence-None-The-Richer-There-She-Goes-lyrics
157,72,84,85,2000-01-08,The Greatest Romance Ever Sold,Prince,,63,12,https://www.billboard.com/charts/hot-100/2000-01-08,"The greatest romance that's ever been soldSo what do you know, you and meFinally face to faceChecking each other up and downIn all of the obvious placesWas there ever a reason for us to be apart?The air that fills up this room says not hardlySo this is where you endAnd you and I begin(This is where you and I, you and I begin)The greatest romance that's ever been soldThe greatest romance that's ever been soldBaby baby, now your mind is openTo poetry seldom heardYour heart has never been brokenUntil you have heard these wordsYour body was designed to respond to mineIn spite of your desire to mold meAnd in the middle of it allWe kiss and like rain (like rain) we fall intoThe greatest romance that's ever been soldBaby, baby babyThe greatest romance that's ever been soldOh, I know you can feel me, I know that you can danceBut what do you know about the greatest romance?Not what you think, but what you believeWhat was the real reason that Adam never left Eve?And if the truth sounds like a memoryThen you know it was meant to be (meant to be), meant to beLeave your inhibitions behind, come on, come on and see So this is where you end (this is where you end)And you and I begin (you)The greatest romance that's ever been soldThe greatest romance that's ever been soldI know you can feel me, I know you can danceBut what do you know about the greatest romance?(The greatest romance that's ever been sold)Not what you think, but what you believeCan you tell me the reason, the reason that Adam never left Eve(The greatest romance that's ever been sold)The greatest, listen to me, uhYou brought me the grapes from the vine, oh yes you did(The greatest romance) Can I talk to you(That's ever been sold) ListenYou help me to remember the secrets of timeAnd you, you, you, you offer me your loveYour love, your love, so divineAnd in return, girl, in return I will surrenderOh yeah, I will surrender, oh, yes I will The greatest romance that's ever been sold",https://www.genius.com/Prince-The-Greatest-Romance-Ever-Sold-lyrics
158,73,85,86,2000-01-08,I Wanna Know,Joe,,86,2,https://www.billboard.com/charts/hot-100/2000-01-08,"YeahOh-oh, yeahAlright, oh, oh, ohIt's amazing how you knock me off my feet, mmEvery time you come around me, I get weak, oh yeahNobody ever made me feel this way, ohYou kiss my lips and then you take my breath awaySo, I wanna knowI wanna know what turns you on (Yeah, I'd like to know)So I can be all that and more (I'd like to know, yeah)I'd like to know what makes you cry (So)So I can be the one who always makes you smileGirl, he never understood what you were worth (Hmm, no)And he never took the time to make it work, no(You deserve more lovin', girl, oh)Baby, I'm the kind of man who shows concern, yes I do, ohAnyway that I can please you, let me learnSo, I wanna knowI wanna know what turns you on (I wanna know)So I can be all that and more (I'd like to know)I'd like to know what makes you cry (So)So I can be the one who always makes you smile (Make you smile, babe)Tell me what I gotta do to please youBaby, anything you say, I'll do (I'll do)'Cause I only wanna make you happy (Happy)From the bottom of my heart, it's true (It's true)Tell me what I gotta do to please you (Please you)Baby, anything you say I'll do (I'll do, girl)'Cause I only wanna make you happyFrom the bottom of my heart, it's true (Oh, it's true)I wish that I could take a journey through your mind, ah, alrightAnd find emotions that you always try to hide, babe, ah, ohI do believe that there's a love you wanna share, oh, oh-ohI'll take good care of you, lady, have no fear, uh, ohSo I wanna know I wanna know what turns you on (I wanna know)So I can be all that and more (And I'd like to know)I'd like to know what makes you cry (Oh-oh, yeah)So I can be the one who always makes you smile(Ooh, tell me, tell me)Tell me what I gotta do to please youBaby, anything you say, I'll do'Cause I only wanna make you happyFrom the bottom of my heart, it's trueTell me what I gotta do to please youBaby, anything you say, I'll do'Cause I only wanna make you happyFrom the bottom of my heart, it's true (Yeah, yeah)I wanna know what turns you on (I'd like to know, I'd like to know, yeah)So I can be all that and more (I wanna know)I'd like to know what makes you cry (So, oh yeah)So I can be the one who always makes you smile (I'd like to know, I wanna know)I wanna know what turns you on (Tell me, girl)So I can be all that and more",https://www.genius.com/Joe-I-Wanna-Know-lyrics
159,74,86,87,2000-01-08,Give You What You Want (Fa Sure),Chico DeBarge,,71,12,https://www.billboard.com/charts/hot-100/2000-01-08,"Gonna get it, get it, get it, get itBaby, babyBaby, baby, let's take our time'Cause if we gonna do it, might as well do it rightLock the doors, turn off the phoneShut the windows 'cause, girl, it's onAll alone but just me and youFour walls and a empty roomSqueeze you tight and hold you closeKiss you where you know you need it mostI'm a really give you what you wantWe can do whatever turns you onI'm a make your fantasiesBecome reality for sureI'm a really give you what you wantShow you how I flip it back to frontTell me what you need from meAnd I will guarantee for sureAll we need is a place and timeSet the pace and free our mindsLet it go and let's exploreEvery single thing that you wish forI only need a chance to make you feelThe closeness that we share is very realI'm a layback, let you choose'Cause what I'm giving you is just for youI'm a really give you what you wantWe can do whatever turns you onI'm a make your fantasiesBecome reality for sureI'm a really give you what you wantShow you how I flip it back to frontTell me what you need from meAnd I will guarantee for sureYou feel my way, the seasons changeThe fire and the flamesAnd my chance will come, you feel my rushOf love, so come with me, yeah I guess, I'm meant to proveSo let me do my thingI will take my time, baby, for sureCut to the chase, hit you up with the placeWhat you down with the blaze?Go to extremes, let it all be freeWhere you at, baby?Travel miles, drive you out of townSo can't be foundTake things down, baby, if you allowGonna get it, get it, get it, get itCut to the chase, hit you up with the placeWhat you down with the blaze?Go to extremes, let it all be freeWhere you at, baby?Travel miles, drive out of townSo can't be foundTake things down, baby, if you allowGonna get it, get it, get it, get itI'm a really give you what you wantWe can do whatever turns you onI'm a make your fantasiesBecome reality for sure I'm a really give you what you wantShow you how I flip it back to frontTell me what you need from meAnd I will guarantee for sureI'm a really give you what you wantWe can do whatever turns you onI'm a make your fantasiesBecome reality for sureI'm a really give you what you wantShow you how I flip it back to frontTell me what you need from meAnd I will guarantee for sureFor sure, baby, babyGonna get it, get it, get itGet it, get it, babeGonna get it, babe",https://www.genius.com/Chico-DeBarge-Give-You-What-You-Want-Fa-Sure-lyrics
160,75,88,89,2000-01-08,(You Drive Me) Crazy,Britney Spears,,10,17,https://www.billboard.com/charts/hot-100/2000-01-08,"Baby, I'm so into youYou got that something, what can I do?Baby, you spin me around, ohThe earth is moving, but I can't feel the groundEvery time you look at meMy heart is jumping, it's easy to seeLoving you means so much moreMore than anything I ever felt beforeYou drive me crazy, I just can't sleepI'm so excited, I'm in too deepOh, crazy, but it feels alrightBaby, thinking of you keeps me up all nightOhTell me you're so into meThat I'm the only one you will seeTell me I'm not in the blue, ohThat I'm not wasting my feelings on youLoving you means so much moreMore than anything I ever felt beforeYou drive me crazy, I just can't sleepI'm so excited, I'm in too deepOh, crazy, but it feels alrightBaby, thinking of you keeps me up all nightCrazy, I just can't sleepI'm so excited, I'm in too deepCrazy, but it feels alrightEvery day and every nightYou drive me crazy (You drive me crazy, baby)I'm so excited, I'm in too deepOh, crazy (You make me feel alright)Baby, thinking of you keeps me up (Oh) all night You drive me crazy (You drive me crazy, baby)YeahOh, crazy, but it feels alrightBaby, thinking of you keeps me up all nightBaby, thinking of you keeps me up all night",https://www.genius.com/Britney-Spears-You-Drive-Me-Crazy-lyrics
161,76,89,90,2000-01-08,Home To You,John Michael Montgomery,,45,15,https://www.billboard.com/charts/hot-100/2000-01-08,I get up and battle the dayThings don't always go my wayIt might rain but that's okayI get to come home to youSometimes life may get me downAnd I get tired of getting kicked aroundI feel lost in this maddening crowdBut I get to come home to youYou are my best friendAnd you are where my heart isAnd I know at the day's endI get to come home to youHanging out in our old sweatshirtsYou let me complain about a hard day's workI don't know what I did to deserveTo get to come home to youYou are my best friendAnd you are where my heart isAnd I know at the day's endI get to come home to youYou are my best friendAnd you are where my heart isAnd I know at the day's endI get to come home to youYes I get to come home to youOh I love coming home to you,https://www.genius.com/John-Michael-Montgomery-Home-To-You-lyrics
